Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
896.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_34,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Block-Sardar Nagar Gram-Gaunar mein Radhika ke Ghar se Main Road Tak CC Road Ka Nirman,Block-Sardar Nagar Gram-Gaunar mein Radhika ke Ghar se Main Road Tak CC Road Ka Nirman,Please refer Tender documents. ,NA ,"21,05,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,NA ,NA ,NA ,Vikash Bhawan,No ,No,1.0,SBI Bank,Executive Engineer,Vikash Bhawan,03-Feb-2026 09:00 AM,10-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,15-Feb-2026 01:00 PM,"42,100",No,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_34,2592/EE/RED/GKP/25-26 Date 07/01/26,Block-Sardar Nagar Gram-Gaunar mein Radhika ke Ghar se Main Road Tak CC Road Ka Nirman,1,5840871,SHANVI ENTERPRISES,04-Feb-2026 02:37 PM,Rejected-AOC,L2,08-May-2026 12:05 PM,1.0,5840860.0,Yashwardhan Enterprises,INR,"2,102,966",Executive Engineer,Internal,,Suresh Kumar Jaiswal,17-Feb-2026 10:43 AM,finsummary_2052654.pdf (153.00 KB),Finance,Opend,Suresh Kumar Jaiswal,16-Feb-2026 01:37 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Suresh Kumar Jaiswal,15-Feb-2026 12:51 PM,15-Feb-2026 01:00 PM,techsummary_2052654.pdf (212.37 KB),Technical,Opend,Suresh Kumar Jaiswal,10-Feb-2026 08:02 PM,,10-Apr-2026,"INR 2,102,966",90.0,Suresh Kumar Jaiswal,08-May-2026 12:05 PM,bpdf.pdf (153.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Evaluation,AOC,,,,,2,5840860,Yashwardhan Enterprises,04-Feb-2026 02:25 PM,Accepted-AOC,L1,08-May-2026 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
