Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Construction of Indor Mini Stadium at Pt. Deen Dayal Upadhyay Govt. Model Inter College Rajpur, District Sambhal (U.P.)","Construction of Indor Mini Stadium at Pt. Deen Dayal Upadhyay Govt. Model Inter College Rajpur, District Sambhal (U.P.)",As per BID Document ,NA ,"3,77,61,000",Civil Works,NA ,Tender,90.0,450.0,"Rajpur, District Sambhal (U.P.)",244302.0,NA ,NA ,NA ,Bareilly,No ,No,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",28-Feb-2026 05:00 PM,13-Mar-2026 03:00 PM,28-Feb-2026 05:00 PM,13-Mar-2026 01:00 PM,NA ,NA ,28-Feb-2026 05:00 PM,13-Mar-2026 01:00 PM,28-Mar-2026 06:00 PM,1,Fee/PreQual/Technical,.pdf,BID Document,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),25/PCL/GM/ZONE-2/BLY/2025-26,2026_UPPRC_1121384_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,55,000",No,fixed,,Nil,Nil,"17,700",Nil,Nil,No,1.0,SBI Bank,AOC,Technical,Enclosed,Rajesh Verma,28-Mar-2026 03:10 PM,technical_2086522.pdf,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-21, Accountant",Rajesh Verma,12-May-2026 05:58 PM,finsummary_2086522.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,12-May-2026 05:52 PM,finance_2086522.pdf,BOQ Comparative Chart,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,28-Mar-2026 05:37 PM,28-Mar-2026 06:00 PM,techsummary_2086522.pdf (1057.12 KB),12-May-2026,"INR 37,455,549.449",450.0,Rajesh Verma,12-May-2026 06:09 PM,Std_Sambhal25_POW.pdf (1149.00 KB),1,5948584,Core Wood Infratech,12-Mar-2026 02:00 PM,Accepted-AOC,L1- Firm,12-May-2026 06:09 PM,1.0,5948584.0,Core Wood Infratech,INR,"37,455,549.449",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1121384_1,25/PCL/GM/ZONE-2/BLY/2025-26,"Construction of Indor Mini Stadium at Pt. Deen Dayal Upadhyay Govt. Model Inter College Rajpur, District Sambhal (U.P.)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5967665,SHREE KRISHNA BUILDERS,13-Mar-2026 10:00 AM,Rejected-AOC,L2- Firm,12-May-2026 06:09 PM,,,,,,,,,,AOC
