Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
590.0,Nil,Nil,No,1.0,SBI Bank,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"3,340",No,fixed,,Nil,Nil,Assistant Engineer IV,LDSC Lucknow,"Providing and Fixing Coir Veneer Board in Room No. 331,332, 333, 334 and 335 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow. (Lot No.04)","Providing and Fixing Coir Veneer Board in Room No. 331,332, 333, 334 and 335 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow. (Lot No.04)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Feb-2026 12:55 PM,finsummary_2048736.pdf (1096.96 KB),Technical,Summary,deena nath maurya,06-Feb-2026 11:55 AM,technical_2048736.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 11:59 AM,09-Feb-2026 10:00 AM,techsummary_2048736.pdf (1096.96 KB),Finance,Boq Summary,deena nath maurya,09-Feb-2026 11:31 AM,finance_2048736.pdf,BOQ Comparative Chart,1.0,5834711.0,M/S M. K. CONSTRUCTION,INR,"163,776.16","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_4,08/AEIV/2025-26,"Providing and Fixing Coir Veneer Board in Room No. 331,332, 333, 334 and 335 at 3rd floor of Sinchai Vikas Bhawan Canal Colony, Lucknow. (Lot No.04)",1,5834711,M/S M. K. CONSTRUCTION,31-Jan-2026 11:46 PM,Accepted-AOC,L1,08-May-2026 01:20 PM,17-Feb-2026,"INR 163,776.16",15.0,deena nath maurya,08-May-2026 01:20 PM,agno366.pdf (699.00 KB),AOC,AOC
,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5834881,URMILA DEVI,01-Feb-2026 12:23 AM,Rejected-AOC,L2,08-May-2026 01:20 PM,,,,,,,,AOC
