S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,Revocation,As uploaded,30-Apr-2026 02:16 PM,rebok_1_2.pdf ,318.04,Technical Opening,1.0,6067862.0,YADAV AND SONS,INR,"74,003,193.94","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",2026_UPIDC_1135982_2,02/S.E./2026-27,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES CHAKKI NAURANGA AND JAWAINIYA ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,1,6069340,M/S GOPAL RAI,26-Apr-2026 04:48 PM,Rejected-Finance,L2,30-Apr-2026 06:01 PM,05-May-2026,"INR 74,003,193.94",60.0,ashok singh,11-May-2026 10:46 AM,13_26.pdf (1560.00 KB),As upload,A.K.Singh,Internal,S.M.Verma,ashok singh,30-Apr-2026 04:21 PM,30-Apr-2026 05:00 PM,techsummary_2128334.pdf (660.79 KB),Finance,As uploaded,ashok singh,30-Apr-2026 05:58 PM,finance_2128334.pdf,BOQ Comparative Chart,A.K.Singh,Internal,S.M.Verma,ashok singh,30-Apr-2026 06:01 PM,finsummary_2128334.pdf (660.79 KB),Technical,As uploaded,ashok singh,30-Apr-2026 04:17 PM,technical_2128334.pdf,AOC,"6,354",Nil,Nil,No,21-Apr-2026 12:30 PM,27-Apr-2026 01:30 PM,21-Apr-2026 01:00 PM,27-Apr-2026 01:00 PM,NA ,NA ,21-Apr-2026 01:00 PM,27-Apr-2026 01:00 PM,30-Apr-2026 05:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA","SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA","16,80,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",02/S.E./2026-27,2026_UPIDC_1135982_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES CHAKKI NAURANGA AND JAWAINIYA ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES CHAKKI NAURANGA AND JAWAINIYA ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Ballia,277001.0,NA ,NA ,NA ,On line,No ,No,AOC
,,,,,,,,,,,,,,,,2,6069331,M/s. PRAKASH CONSTRUCTION,26-Apr-2026 04:31 PM,Rejected-Technical,As per technical evaluation,30-Apr-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6071277,MS TRISHIRA CONSTRUCTION PRIVATE LIMITED,27-Apr-2026 12:18 PM,Rejected-Technical,As per technical evaluation,30-Apr-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6069557,NIKHIL CONSTRUCTION,26-Apr-2026 10:02 AM,Rejected-Technical,As per technical evaluationa,30-Apr-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6071487,RAM SANEHI AND SONS,27-Apr-2026 11:37 AM,Rejected-Technical,As per technical evaluation,30-Apr-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6067862,YADAV AND SONS,26-Apr-2026 08:56 AM,Accepted-AOC,L1,11-May-2026 10:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
