EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"46,000",No,fixed,,Nil,Nil,PROPOSED CONSTRUCTION OF CYCLE STAND SHED AT GOVERNMENT ITI SULTANPUR DISTRICT SULTANPUR,PROPOSED CONSTRUCTION OF CYCLE STAND SHED AT GOVERNMENT ITI SULTANPUR DISTRICT SULTANPUR,Please refer Tender documents. ,NA ,"22,88,000",Civil Works,NA ,Tender,30.0,180.0,Sultanpur,228001.0,NA ,NA ,NA ,Ayodhya,No ,No,Project Manager Unit 11,". 05/17/17, Acharya Narendra Dev Nagar, Deokali Road, Ayodhya",20-Apr-2026 09:00 AM,30-Apr-2026 04:00 PM,20-Apr-2026 09:00 AM,30-Apr-2026 02:00 PM,NA ,NA ,20-Apr-2026 09:00 AM,30-Apr-2026 02:00 PM,07-May-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT and BID,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,01/2026-27/PCL/UNIT-11/Ayodhya,2026_UPPRC_1139137_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"5,900",Nil,Nil,No,AOC,Technical,Part one ok,Manoj Sharma,07-May-2026 12:05 PM,,Project Manager,Internal,,Manoj Sharma,29-May-2026 12:43 PM,finsummary_2126916.pdf (1359.38 KB),Finance,Part One Ok,Manoj Sharma,29-May-2026 12:39 PM,,BOQ Comparative Chart,Project Manager,Internal,,Manoj Sharma,07-May-2026 12:10 PM,07-May-2026 02:00 PM,techsummary_2126916.pdf (1906.32 KB),29-May-2026,"INR 2,180,468.22",180.0,Manoj Sharma,29-May-2026 12:53 PM,AOC.pdf (573.00 KB),U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1139137_1,01/2026-27/PCL/UNIT-11/Ayodhya,PROPOSED CONSTRUCTION OF CYCLE STAND SHED AT GOVERNMENT ITI SULTANPUR DISTRICT SULTANPUR,1.0,6079860.0,Daksh Construction,INR,"2,180,468.22",1,6076926,ALOK KUMAR SINGH,30-Apr-2026 09:37 AM,Rejected-Technical,All Document not Upload,07-May-2026 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6079860,Daksh Construction,30-Apr-2026 01:12 PM,Accepted-AOC,First Lowest,29-May-2026 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6074332,M/S ABDUL HAK THEKEDAR PROP. MOHD RAISH KHAN,29-Apr-2026 10:39 AM,Rejected-Technical,All Document not Upload,07-May-2026 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6075529,M/S SHIVAM CONSTRUCTIONS,30-Apr-2026 12:44 PM,Rejected-AOC,Second Lowest,29-May-2026 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6076976,MS V K CONSTRUCTION,30-Apr-2026 09:45 AM,Rejected-AOC,Third Lowest,29-May-2026 12:54 PM,AOC
