Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:51 AM,30-Mar-2026 12:00 PM,techsummary_2099872.pdf (868.63 KB),26-May-2026,INR 100,90.0,Virendra Kumar Pandey,26-May-2026 04:29 PM,10.pdf (141.00 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:09 AM,,1.0,5997097.0,FAISHON LOOK,INR,100.0,Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 01:00 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,26-May-2026 04:07 PM,finsummary_2099872.pdf (140.79 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_10,2422/RED Tender KUSHINAGAR,Vikas Khand Dudahi ke Gram Sabha Tiwari Patti ke Ghat Tola me samudaayik shauchalay evam snaan ghar ka nirman karya.,1,5997097,FAISHON LOOK,23-Mar-2026 10:25 AM,Accepted-AOC,L1,26-May-2026 04:29 PM,AOC,"25,000",No,fixed,,Nil,Nil,752.0,Nil,Nil,No,1.0,SBI Bank,Vikas Khand Dudahi ke Gram Sabha Tiwari Patti ke Ghat Tola me samudaayik shauchalay evam snaan ghar ka nirman karya.,Vikas Khand Dudahi ke Gram Sabha Tiwari Patti ke Ghat Tola me samudaayik shauchalay evam snaan ghar ka nirman karya.,Please refer Tender documents. ,NA ,"12,30,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5997155,M/S BHOLASHANKAR RAI,23-Mar-2026 10:02 AM,Rejected-Finance,L2,26-May-2026 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
