Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113690_1,7017 B,Construction of cc road from rajshree factory to ram mandir for radha vihar at ward no. 19,1.0,5929020.0,S.K Trading Co.,INR,"1,331,970.01",1,5935238,Gaurav Parjapati,27-Feb-2026 11:34 AM,Rejected-AOC,L2,18-May-2026 10:55 AM,18-May-2026,"INR 1,331,970.01",30.0,Vijay Bahadur singh,18-May-2026 10:54 AM,tech.pdf (24.00 KB),Suresh Chand,Internal,,Vijay Bahadur singh,18-May-2026 10:52 AM,finsummary_2062797.pdf (23.67 KB),Technical,Admitted,Madan Pal,12-Mar-2026 04:49 PM,technical_2062797.pdf,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 11:29 AM,20-Apr-2026 11:30 AM,techsummary_2062797.pdf (22.89 KB),Finance,Admitted,Madan Pal,21-Apr-2026 07:55 PM,finance_2062797.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,12-Feb-2026 09:00 AM,28-Feb-2026 11:00 AM,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,20-Apr-2026 11:30 AM,Construction of cc road from rajshree factory to ram mandir for radha vihar at ward no. 19,Construction of cc road from rajshree factory to ram mandir for radha vihar at ward no. 19,Please refer Tender documents. ,NA ,"13,49,924",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,Nagar Nigam Saharanpur,No ,No,"1,298",Nil,Nil,No,Saharanpur Municipal Corporation Saharanpur UP,7017 B,2026_NNSAH_1113690_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,1.0,Construction of cc road from rajshree factory to ram mandir for radha vihar at ward no. 19,Date,,1.0,Fee/PreQual/Technical,.pdf,Technical,"1,34,992",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,2,5932477,SHIV CONSTRUCTION,26-Feb-2026 08:27 PM,Rejected-AOC,L3,18-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,AOC
,,,,,,,,,3,5929020,S.K Trading Co.,27-Feb-2026 01:10 AM,Accepted-AOC,L1,18-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
