Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,11-Mar-2026 07:18 PM,12-Mar-2026 05:00 PM,techsummary_2071530.pdf (211.64 KB),Technical,AS PER UPLOAD,Dinesh Mohan,11-Mar-2026 04:35 PM,,18-May-2026,"INR 105,359.2",15.0,Dinesh Mohan,18-May-2026 01:27 PM,23.pdf (137.00 KB),AOC,1,5925660,DHARMENDRA KUMAR CHAUDHARY CONTRACTOR,24-Feb-2026 06:52 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1115970_23,07/EE/2025-26,Clearance of Kasaila Drain from KM 0.000 to KM 3.800 in District Basti,1.0,5924834.0,KISHAN CONSTRUCTION,INR,"105,359.2",Finance,AS PER UPLOAD,Dinesh Mohan,26-Mar-2026 08:10 PM,,BOQ Comparative Chart,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,07-Apr-2026 01:36 PM,finsummary_2071530.pdf (35.54 KB),AOC,16-Feb-2026 10:00 AM,25-Feb-2026 12:30 PM,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,12-Mar-2026 05:00 PM,1.0,SBI Bank,1.0,Corrigendum,Date,,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",07/EE/2025-26,2026_UPIDC_1115970_23,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,795.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,"6,000",No,fixed,,Nil,Nil,Clearance of Kasaila Drain from KM 0.000 to KM 3.800 in District Basti,Clearance of Kasaila Drain from KM 0.000 to KM 3.800 in District Basti,Please refer Tender documents. ,NA ,"2,85,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,5924834,KISHAN CONSTRUCTION,25-Feb-2026 02:06 AM,Accepted-AOC,AS PER UPLOAD,18-May-2026 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,5903544,M/S ANIL KUMAR BARNWAL THEKEDAR,20-Feb-2026 07:51 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,5902753,M/S HARIPAL SINGH,25-Feb-2026 09:39 AM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,5925514,M/S MANMOHAN TRIPATHI,24-Feb-2026 08:59 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,5902462,M/S UMA SHANKAR YADAV,24-Feb-2026 09:49 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,5926646,M/S VIRAT TRADERS,24-Feb-2026 11:07 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,5897940,SHUBHAM CONSTRUCTION,20-Feb-2026 02:43 AM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,5926667,SRI RAM PRAKASH SINGH,24-Feb-2026 10:53 PM,Rejected-Finance,AS PER UPLOAD,07-Apr-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,5926481,TRIMBAKESHWAR CONSTRUCTION,24-Feb-2026 10:06 PM,Rejected-Technical,AS PER UPLOAD,11-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
