Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,10-Mar-2026 01:53 PM,10-Mar-2026 02:30 PM,techsummary_2085317.pdf (739.59 KB),27-Mar-2026,"INR 1,237,282",90.0,Binod kumar Singh,11-May-2026 06:56 PM,finsummary.pdf (740.00 KB),AOC,Technical,As per file Attached,Binod kumar Singh,10-Mar-2026 12:35 PM,technical_2085317.pdf,1.0,Technical,Technical issue,09-Mar-2026 09:19 PM,finsummary.pdf ,724.01,Technical Opening,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,27-Mar-2026 06:16 PM,finsummary_2085317.pdf (739.59 KB),Finance,As per file Attached,Binod kumar Singh,10-Mar-2026 07:20 PM,finance_2085317.pdf,BOQ Comparative Chart,1.0,5949484.0,M/S AGRE ASSOCIATES,INR,"1,237,282","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2026_UPIDC_1109641_17,14/EE/2025-26,Renewal of Service Road of Bulandshahr Dy. From Km 1.700 to Km 2.900,1,5951156,JITENDRA SINGH CONSTRUCTION,06-Mar-2026 12:18 PM,Rejected-Finance,L-3,27-Mar-2026 06:16 PM,AOC,354.0,Nil,Nil,No,Renewal of Service Road of Bulandshahr Dy. From Km 1.700 to Km 2.900,Renewal of Service Road of Bulandshahr Dy. From Km 1.700 to Km 2.900,Please refer Tender documents. ,NA ,"21,00,000",Civil Works,NA ,Rate Contract,90.0,90.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",14/EE/2025-26,2026_UPIDC_1109641_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE BDGC BSR,EE BDGC BSR,1.0,Fee/PreQual/Technical,.pdf,Tender,28-Feb-2026 11:00 AM,06-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,10-Mar-2026 02:30 PM,"42,000",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5947471,LM ENTERPRISES,05-Mar-2026 06:30 PM,Rejected-Finance,L-2,27-Mar-2026 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BID,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5949484,M/S AGRE ASSOCIATES,06-Mar-2026 12:54 PM,Accepted-AOC,AOC,11-May-2026 06:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5951026,M/s Amit Raghav,06-Mar-2026 12:02 PM,Rejected-Finance,L-4,27-Mar-2026 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5949272,M/S FAIR CONSTRUCTION,05-Mar-2026 07:54 PM,Rejected-Finance,L-5,27-Mar-2026 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5948850,PAWAN KUMAR,06-Mar-2026 10:34 AM,Rejected-Finance,L-6,27-Mar-2026 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5949228,Sangam Digicon,06-Mar-2026 10:11 AM,Rejected-Finance,L-7,27-Mar-2026 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5947977,SHIVA CONSTRUCTION,06-Mar-2026 01:07 PM,Rejected-Technical,6(Viii),10-Mar-2026 01:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
