Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,SBD,"26,000",No,fixed,,Nil,Nil,18-Mar-2026 10:00 AM,25-Mar-2026 12:30 PM,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,NA ,NA ,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,13-Apr-2026 12:30 PM,1.0,Date extend,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,NIT - 1738 dt 12.01.2026 Tender 17,2026_REDUP_1125940_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction work of Walking track in the park in front of B-101 in Ward No 69 Lohia Nagar soil filling in the park and painting on the boundary wall etc.,Construction work of Walking track in the park in front of B-101 in Ward No 69 Lohia Nagar soil filling in the park and painting on the boundary wall etc.,Please refer Tender documents. ,NA ,"12,87,000",Civil Works,NA ,Tender,90.0,120.0,Ghaziabad,201001.0,Ghaziabad ,RED GZB ,18-Mar-2026 10:00 AM ,Ghaziabad,No ,No,EE,RED GZB,1.0,SBI Bank,766.0,Nil,Nil,No,AOC,EE RED GZB,Internal,,VINOD KUMAR,15-Apr-2026 01:06 PM,finsummary_2100623.pdf (22.35 KB),Technical,Summary,VINOD KUMAR,06-Apr-2026 02:22 PM,technical_2100623.pdf,EE RED GZB,Internal,,VINOD KUMAR,06-Apr-2026 02:25 PM,13-Apr-2026 12:30 PM,techsummary_2100623.pdf (443.06 KB),Finance,Summary,VINOD KUMAR,15-Apr-2026 01:03 PM,finance_2100623.pdf,BOQ Comparative Chart,1.0,5994615.0,ANUBHUTI ASSOCIATES,INR,"1,309,278",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,2026_REDUP_1125940_3,NIT - 1738 dt 12.01.2026 Tender 17,Construction work of Walking track in the park in front of B-101 in Ward No 69 Lohia Nagar soil filling in the park and painting on the boundary wall etc.,1,5994615,ANUBHUTI ASSOCIATES,23-Mar-2026 10:54 AM,Accepted-AOC,L1,16-May-2026 04:50 PM,23-Apr-2026,"INR 1,309,278",120.0,VINOD KUMAR,16-May-2026 04:51 PM,lohia.pdf (415.00 KB),AOC
2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5994537,M/S SUMANT CONSTRUCTION COMPANY,21-Mar-2026 03:34 PM,Rejected-Finance,L2,15-Apr-2026 01:06 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5992386,SHRI GANGE BUILDTECH PRIVATE LIMITED,22-Mar-2026 08:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Apr-2026 02:22 PM,,,,,,,AOC
