Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
22-May-2026,"INR 996,781",90.0,Abhishek Chaudhary,23-May-2026 06:17 PM,AMITPUR.pdf (554.00 KB),1,6063444,M/S GARGI CONSTRUCTION,24-Apr-2026 10:23 PM,Rejected-Finance,l2,02-May-2026 04:39 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,2026_REDUP_1139466_3,475/EERED/2025-26 DT 25.03.2026,Construction work of a tin shed in the cowshed premises in Gram Panchayat Amritpur,1.0,6067578.0,SHOBHANA CONSTRUCTION,INR,"996,781",Finance,as par tender commttee,Abhishek Chaudhary,02-May-2026 04:33 PM,,BOQ Comparative Chart,Virendra Kumar,Internal,,Abhishek Chaudhary,02-May-2026 09:01 AM,02-May-2026 09:05 AM,techsummary_2127510.pdf (367.35 KB),Technical,As per tender committee,Abhishek Chaudhary,25-Apr-2026 09:52 PM,,Virendra Kumar,Internal,,Abhishek Chaudhary,02-May-2026 04:39 PM,finsummary_2127510.pdf (398.78 KB),AOC,EXECUTIVE ENGINEER,O/o EXECUTIVE ENGINEER,"24,000",Yes,fixed,,Nil,Nil,Construction work of a tin shed in the cowshed premises in Gram Panchayat Amritpur,Construction work of a tin shed in the cowshed premises in Gram Panchayat Amritpur,Please refer Tender documents. ,NA ,"12,00,000",Civil Works,NA ,Tender,90.0,90.0,Farrukhabad,209625.0,NA ,NA ,NA ,O/o EXECUTIVE ENGINEER,No ,No,20-Apr-2026 02:00 PM,25-Apr-2026 03:30 PM,20-Apr-2026 02:00 PM,25-Apr-2026 03:00 PM,NA ,NA ,20-Apr-2026 02:00 PM,25-Apr-2026 03:00 PM,02-May-2026 09:05 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,475/EERED/2025-26 DT 25.03.2026,2026_REDUP_1139466_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,856.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,2,6067578,SHOBHANA CONSTRUCTION,24-Apr-2026 10:50 PM,Accepted-AOC,L1,23-May-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,3,6067749,ULTRA CONTRACTORS AND SUPPLIERS,25-Apr-2026 06:48 AM,Rejected-Technical,As per checklist,02-May-2026 09:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
