EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"10,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,26-Feb-2026 09:00 AM,03-Mar-2026 12:30 PM,26-Feb-2026 12:41 AM,03-Mar-2026 12:00 PM,NA ,NA ,26-Feb-2026 09:00 AM,03-Mar-2026 12:00 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,354/E-Tender/2025-26 dt. 18.02.2026,2026_PWDBL_1119781_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Vidhayak Niwas-6, Park Road sthit Awas no-A-3 me bandaron se bachav hetu lohe ka jaal lagana, wardrobe banana shatigrast lakdi ki khidkiyon ko aluminium khidkiyon ko aluminium m parivartit karne ka karya.","Vidhayak Niwas-6, Park Road sthit Awas no-A-3 me bandaron se bachav hetu lohe ka jaal lagana, wardrobe banana shatigrast lakdi ki khidkiyon ko aluminium khidkiyon ko aluminium m parivartit karne ka karya.",Please refer Tender documents. ,NA ,"1,05,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,27-Feb-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,680.0,Nil,Nil,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,SBI Bank,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,07-May-2026 12:12 PM,techsummary_2082925.pdf (2208.19 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,07-May-2026 12:15 PM,finsummary_2082925.pdf (2208.18 KB),Finance,Evaluation Letter,DILIP KUMAR,12-Mar-2026 01:10 PM,finance_2082925.pdf,BOQ Comparative Chart,07-May-2026,"INR 103,755",30.0,DILIP KUMAR,07-May-2026 12:19 PM,621.pdf (2060.00 KB),AOC for Acceptance No 621 date 30.03.2026,1.0,5941725.0,RATAN ENTERPRISES,INR,"103,755",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1119781_1,354/E-Tender/2025-26 dt. 18.02.2026,"Vidhayak Niwas-6, Park Road sthit Awas no-A-3 me bandaron se bachav hetu lohe ka jaal lagana, wardrobe banana shatigrast lakdi ki khidkiyon ko aluminium khidkiyon ko aluminium m parivartit karne ka karya.",1,5941725,RATAN ENTERPRISES,02-Mar-2026 07:41 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 103755.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,07-May-2026 12:19 PM,AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5941747,SANJAY ENTERPRISES,02-Mar-2026 06:49 PM,Rejected-Finance,Financial bid Rejected due to L2,07-May-2026 12:15 PM,AOC
