Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Renewal of Service Road of Bulandshahr Dy. From Km 24.420 to Km 25.120,Renewal of Service Road of Bulandshahr Dy. From Km 24.420 to Km 25.120,Please refer Tender documents. ,NA ,"12,00,000",Civil Works,NA ,Rate Contract,90.0,90.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,EE BDGC BSR,EE BDGC BSR,"24,000",No,percentage,2.0%,Nil,Nil,28-Feb-2026 11:00 AM,06-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,10-Mar-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender,354.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",14/EE/2025-26,2026_UPIDC_1109641_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2026_UPIDC_1109641_24,14/EE/2025-26,Renewal of Service Road of Bulandshahr Dy. From Km 24.420 to Km 25.120,1,5949548,M/S AGRE ASSOCIATES,06-Mar-2026 01:04 PM,Accepted-AOC,AOC,27-May-2026 06:26 PM,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,27-Mar-2026 06:44 PM,finsummary_2085383.pdf (739.59 KB),Finance,As per file Attached,Binod kumar Singh,10-Mar-2026 08:09 PM,finance_2085383.pdf,BOQ Comparative Chart,1.0,5949548.0,M/S AGRE ASSOCIATES,INR,"735,615",Technical,As per File Attached,Binod kumar Singh,07-Mar-2026 01:06 PM,technical_2085383.pdf,27-Mar-2026,"INR 735,615",90.0,Binod kumar Singh,27-May-2026 06:26 PM,finsummary.pdf (740.00 KB),AOC,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,09-Mar-2026 09:00 PM,10-Mar-2026 11:00 AM,techsummary_2085383.pdf (739.59 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BID,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5949504,M/S AMAN CONSTRUCTION COMPANY,05-Mar-2026 09:57 PM,Rejected-Finance,L-2,27-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5951028,M/S HARPAL SINGH CONTRACTOR,06-Mar-2026 12:06 PM,Rejected-Technical,6(vi) IDT3,09-Mar-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5941390,M/s Virendra Singh Contractor,03-Mar-2026 06:10 PM,Rejected-Finance,L-3,27-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5948436,SHRI SATYA SAI CONSTRUCTION,05-Mar-2026 04:55 PM,Rejected-Technical,6(Viii),09-Mar-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
