Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Summary,Narendra chaudhary,25-Mar-2026 04:50 PM,technical_2094215.pdf,13-May-2026,"INR 1,752,263.66",90.0,Narendra chaudhary,13-May-2026 05:05 PM,Babu005.pdf (1106.00 KB),l1,Er Narendra Chaudrary,Internal,,Narendra chaudhary,25-Mar-2026 04:52 PM,25-Mar-2026 04:55 PM,techsummary_2094215.pdf (467.47 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1123792_21,2187/red/tender/unnao/25-26 dt- 10-02-2026,Vikas Khand Nawabganj ke Gram sabaha Jansar ke Mazra Kaithan Khera me Shredyae Babu Kalyan Singh Ji ki Pratima ke Parisar ki Boundry wall ka Nirman karye.,1,5972778,M/S DHIRENDRA SINGH,15-Mar-2026 06:44 AM,Rejected-AOC,l2,13-May-2026 05:05 PM,1.0,5974339.0,RAJESH KUMAR PAL,INR,"1,752,263.66",Finance,Summary,Narendra chaudhary,13-May-2026 04:58 PM,finance_2094215.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,13-May-2026 05:03 PM,finsummary_2094215.pdf (1105.65 KB),AOC,11-Mar-2026 05:00 PM,18-Mar-2026 12:30 PM,11-Mar-2026 05:00 PM,18-Mar-2026 12:00 PM,NA ,NA ,11-Mar-2026 05:00 PM,18-Mar-2026 12:00 PM,25-Mar-2026 04:55 PM,"36,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Er Narendra Chaudhary,Vikas Bhawan Unnao,"1,000",Nil,Nil,No,1.0,SBI Bank,Vikas Khand Nawabganj ke Gram sabaha Jansar ke Mazra Kaithan Khera me Shredyae Babu Kalyan Singh Ji ki Pratima ke Parisar ki Boundry wall ka Nirman karye.,Vikas Khand Nawabganj ke Gram sabaha Jansar ke Mazra Kaithan Khera me Shredyae Babu Kalyan Singh Ji ki Pratima ke Parisar ki Boundry wall ka Nirman karye.,Plz Refer Doc ,NA ,"17,53,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2187/red/tender/unnao/25-26 dt- 10-02-2026,2026_REDUP_1123792_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5974339,RAJESH KUMAR PAL,15-Mar-2026 01:42 PM,Accepted-AOC,l1,13-May-2026 05:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
