Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,18-Feb-2026 11:33 AM,20-Feb-2026 10:00 AM,techsummary_2066359.pdf (349.63 KB),Technical,summary,deena nath maurya,18-Feb-2026 11:29 AM,technical_2066359.pdf,27-Feb-2026,"INR 151,140.8",15.0,deena nath maurya,11-May-2026 11:25 AM,agno423.pdf (642.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_64,08/AEIV/2025-26,Construction of Rain Chute at Km. 3.650 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.51),1,5876218,Manoj Kumar Yadav,15-Feb-2026 11:12 PM,Accepted-AOC,L1,11-May-2026 11:25 AM,1.0,5876218.0,Manoj Kumar Yadav,INR,"151,140.8",Finance,Boq Summary,deena nath maurya,21-Feb-2026 11:55 AM,finance_2066359.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,21-Feb-2026 12:33 PM,finsummary_2066359.pdf (1096.96 KB),AOC,1.0,SBI Bank,590.0,Nil,Nil,No,Construction of Rain Chute at Km. 3.650 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.51),Construction of Rain Chute at Km. 3.650 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.51),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,gomti nagar vistaar,226010.0,NA ,NA ,NA ,canal Colony,No ,No,Assistant Engineer IV,LDSC Lucknow,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,11-Feb-2026 12:00 PM,16-Feb-2026 03:00 PM,11-Feb-2026 12:00 PM,16-Feb-2026 12:00 PM,11-Feb-2026 12:00 PM ,16-Feb-2026 12:00 PM ,11-Feb-2026 12:00 PM,16-Feb-2026 12:00 PM,20-Feb-2026 10:00 AM,"3,040",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_64,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5871066,M/s Jai Hanuman,14-Feb-2026 04:55 PM,Rejected-AOC,L2,11-May-2026 11:25 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
