Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Apr-2026,"INR 3,571,693",90.0,Bajrang Prasad,22-May-2026 01:52 PM,DALPATPUR.pdf (312.00 KB),1.0,5866586.0,M/S A.K. CONSTRUCTION,INR,"3,571,693",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,2026_UPPRC_1113212_2,11/PCL/P.M./UNIT-6/BLY/2025-26,CONSTRUCTION OF MULTIPURPOSE HALL AT GOVERNMENT HIGH SCHOOL DALPATPUR DISTRICT.- BAREILLY (U.P.),1,5866586,M/S A.K. CONSTRUCTION,13-Feb-2026 11:26 AM,Accepted-AOC,LOWEST 1,22-May-2026 01:52 PM,Technical,COMPRATIVE STATEMENT,Bajrang Prasad,06-Mar-2026 03:45 PM,technical_2060028.pdf,PROJECT MANAGER,Internal,,Bajrang Prasad,08-Apr-2026 03:18 PM,finsummary_2060028.pdf (999.62 KB),Finance,FINANCIAL BID,Bajrang Prasad,08-Apr-2026 02:54 PM,finance_2060028.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,,Bajrang Prasad,06-Mar-2026 03:58 PM,06-Mar-2026 05:00 PM,techsummary_2060028.pdf (999.62 KB),AOC,CONSTRUCTION OF MULTIPURPOSE HALL AT GOVERNMENT HIGH SCHOOL DALPATPUR DISTRICT.- BAREILLY (U.P.),CONSTRUCTION OF MULTIPURPOSE HALL AT GOVERNMENT HIGH SCHOOL DALPATPUR DISTRICT.- BAREILLY (U.P.),CONSTRUCTION OF MULTIPURPOSE HALL AT GOVERNMENT HIGH SCHOOL DALPATPUR DISTRICT.- BAREILLY (U.P.) ,NA ,"36,10,323",Civil Works,NA ,Tender,90.0,90.0,Bareilly,243122.0,NA ,NA ,NA ,Bareilly,No ,No,Project Manager,"PROJECT MANAGER, UNIT-6, U.P. PROJECTS CORPORATION LTD. Unit Office-14, CHANDRA SHEKHAR NAGAR COLONY,TULASHERPUR, BAREILLY","5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,1.0,SBI Bank,"73,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-6 Bareilly,11/PCL/P.M./UNIT-6/BLY/2025-26,2026_UPPRC_1113212_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-Feb-2026 10:00 AM,13-Feb-2026 03:00 PM,07-Feb-2026 11:00 AM,13-Feb-2026 01:00 PM,NA ,NA ,07-Feb-2026 11:00 AM,13-Feb-2026 01:00 PM,06-Mar-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,2,5866787,M/S PK ENTERPRISE,13-Feb-2026 11:59 AM,Rejected-AOC,LOWEST 2,22-May-2026 01:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
