Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE RED Jhansi,EE RED Jhansi,"2,354",Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3686/RED/Tender/2025-26 Dt. 06.03.2026,2026_REDUP_1135671_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,20,000",Yes,fixed,,Nil,Nil,Gram Kishorepura Block Mauranipur mai Siya mata mandir prangan ke pass sarvjanik shed ka nirman,Gram Kishorepura Block Mauranipur mai Siya mata mandir prangan ke pass sarvjanik shed ka nirman,Please refer Tender documents. ,NA ,"23,90,000",Civil Works,NA ,Tender,90.0,120.0,Gram Kishorepura Block Mauranipur mai Siya mata ma,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1,Fee/PreQual/Technical,.pdf,sbd,10-Apr-2026 06:00 PM,15-Apr-2026 06:30 PM,10-Apr-2026 06:00 PM,15-Apr-2026 06:00 PM,NA ,NA ,10-Apr-2026 06:00 PM,15-Apr-2026 06:00 PM,04-May-2026 12:30 PM,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-May-2026 11:34 AM,finsummary_2120423.pdf (244.96 KB),Technical,final,RAJNEESH KUMAR,28-Apr-2026 12:50 PM,,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,28-Apr-2026 01:05 PM,04-May-2026 12:30 PM,techsummary_2120423.pdf (246.16 KB),Finance,FINAL,RAJNEESH KUMAR,11-May-2026 11:32 AM,finance_2120423.pdf,BOQ Comparative Chart,1.0,6044747.0,DENESH KUMAR SEHGAL,INR,"2,455,020",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1135671_3,3686/RED/Tender/2025-26 Dt. 06.03.2026,Gram Kishorepura Block Mauranipur mai Siya mata mandir prangan ke pass sarvjanik shed ka nirman,1,6044747,DENESH KUMAR SEHGAL,14-Apr-2026 05:21 PM,Accepted-AOC,Y,11-May-2026 11:37 AM,11-May-2026,"INR 2,455,020",120.0,RAJNEESH KUMAR,11-May-2026 11:37 AM,kishorpura_siyamata.pdf (245.00 KB),FINAL,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6044768,LUCKY ENTERPRISES,14-Apr-2026 06:28 PM,Rejected-Finance,N,11-May-2026 11:34 AM,,,,,,,,AOC
