S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5962538.0,M/S ASHIRWAD ENTERPRISES,INR,"23,507,663.88",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2026_UPPRC_1123318_1,112/UPPCL/GM-1/2025-26/ETENDER Dated-28.02.2026,Construction of Hostel Block in Kasturba Gandhi Girl School Phoolpur District-Prayagraj,1,5962538,M/S ASHIRWAD ENTERPRISES,15-Mar-2026 12:37 AM,Accepted-AOC,Accept,16-May-2026 07:22 PM,16-May-2026,"INR 23,507,663.88",365.0,SURESH CHANDRA YADAV,16-May-2026 07:22 PM,Agr11.pdf (405.00 KB),Enclosed,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-2, Prayagraj, Accountant Unit-2, Prayagraj, General Manager (Technical) Lucknow",SURESH CHANDRA YADAV,16-May-2026 07:19 PM,finsummary_2092666.pdf (456.01 KB),Technical,Enclosed,SURESH CHANDRA YADAV,25-Mar-2026 12:03 PM,technical_2092666.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-2, Prayagraj, Accountant Unit-2, Prayagraj, General Manager(Tehnical), Lucknow",SURESH CHANDRA YADAV,25-Mar-2026 12:06 PM,27-Mar-2026 12:00 PM,techsummary_2092666.pdf (456.01 KB),Finance,Enclosed,SURESH CHANDRA YADAV,16-May-2026 07:16 PM,finance_2092666.pdf,BOQ Comparative Chart,AOC,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230 /1A, Mehdaury, Telirayganj District-Prayagraj.",1.0,SBI Bank,"17,700",Nil,Nil,No,"4,74,000",No,fixed,,Nil,Nil,Construction of Hostel Block in Kasturba Gandhi Girl School Phoolpur District-Prayagraj,Construction of Hostel Block in Kasturba Gandhi Girl School Phoolpur District-Prayagraj,Please refer Tender documents. ,NA ,"2,36,75,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,District-Prayagraj (U.P.),221001.0,NA ,NA ,NA ,Prayagraj,No ,No,1,Fee/PreQual/Technical,.pdf,BIDDOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,112/UPPCL/GM-1/2025-26/ETENDER Dated-28.02.2026,2026_UPPRC_1123318_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,10-Mar-2026 03:00 PM,16-Mar-2026 03:00 PM,10-Mar-2026 03:00 PM,16-Mar-2026 02:00 PM,NA ,NA ,10-Mar-2026 03:00 PM,16-Mar-2026 02:00 PM,27-Mar-2026 12:00 PM,AOC
,,,,,,,,,2,5962525,m/s khushi enterprises,13-Mar-2026 12:15 AM,Rejected-AOC,Eccept,16-May-2026 07:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
