Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1131695_1,2630/EE/RED/2025-26/23-03-2026,Lot70 vidhan sabha sadar ke antargat vikash khand hanumanganj ke gram sabha jalalpur me rajdhani marg JK tyre house se dwarika singh ke ghar hote hue prabodh singh ke ghar tak nali evam CC road ka nirman kary,1.0,6050933.0,LAWANGI CONSTRUCTION,INR,"1,186,585.27",1.0,6050933.0,LAWANGI CONSTRUCTION,20-Apr-2026 09:45 PM,Accepted-AOC,aoc,08-May-2026 05:36 PM,08-May-2026,"INR 1,186,585.27",90.0,Ratnesh Kumar Gond,08-May-2026 05:36 PM,rispansiv262.pdf (127.00 KB),aoc,EE,Internal,aedao,Ratnesh Kumar Gond,28-Apr-2026 05:54 PM,29-Apr-2026 11:00 AM,techsummary_2111810.pdf (131.74 KB),Finance,2 bid,Ratnesh Kumar Gond,30-Apr-2026 10:55 AM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,04-May-2026 05:25 PM,finsummary_2111810.pdf (131.74 KB),Technical,2 bid,Ratnesh Kumar Gond,23-Apr-2026 11:22 AM,,AOC,"23,000",Yes,fixed,,Nil,Nil,13-Apr-2026 09:00 AM,22-Apr-2026 12:30 PM,13-Apr-2026 09:00 AM,21-Apr-2026 12:00 PM,NA ,NA ,13-Apr-2026 09:00 AM,21-Apr-2026 12:00 PM,29-Apr-2026 11:00 AM,EE RED DIV Ballia,EE RED DIV Ballia,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2630/EE/RED/2025-26/23-03-2026,2026_REDUP_1131695_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee EMD,Lot70 vidhan sabha sadar ke antargat vikash khand hanumanganj ke gram sabha jalalpur me rajdhani marg JK tyre house se dwarika singh ke ghar hote hue prabodh singh ke ghar tak nali evam CC road ka nirman kary,Lot70 vidhan sabha sadar ke antargat vikash khand hanumanganj ke gram sabha jalalpur me rajdhani marg JK tyre house se dwarika singh ke ghar hote hue prabodh singh ke ghar tak nali evam CC road ka nirman kary,Please refer Tender documents. ,NA ,"11,88,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,1.0,SBI Bank,856.0,Nil,Nil,No,AOC
,,,,,,,,,2.0,6047848.0,SONA CONTRUCTION,20-Apr-2026 08:56 PM,Rejected-Finance,second lowest,04-May-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other tecnical docuemnt,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ for rate,,,,,,,,,,,,,,,,,,,,,,,,,AOC
