Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EE RED GONDA,EE RED GONDA,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,2026_REDUP_1115626_156,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,564",Yes,percentage,2.0%,Nil,Nil,15-Feb-2026 06:00 PM,23-Feb-2026 12:30 PM,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,NA ,NA ,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,07-Mar-2026 09:00 AM,950.0,Nil,Nil,No,Gramsabha Dariyapur Hardopatti Khas me 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,Gramsabha Dariyapur Hardopatti Khas me 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,Gramsabha Dariyapur Hardopatti Khas me 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya ,NA ,"1,78,224",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,1.0,SBI Bank,AOC,1.0,5914694.0,A K Sri Construction,INR,"178,027.94",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1115626_156,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,Gramsabha Dariyapur Hardopatti Khas me 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,Technical,Summary,VIRENDRA KUMAR PATHAK,03-Mar-2026 04:18 PM,,1,5914845,AJIT SINGH,23-Feb-2026 10:08 AM,Rejected-Finance,L2,09-May-2026 03:59 PM,09-May-2026,"INR 178,027.94",120.0,Jay Bahadur Singh,09-May-2026 04:01 PM,156MLC.pdf (192.00 KB),Bond,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,09-May-2026 03:59 PM,finsummary_2073008.pdf (192.11 KB),Finance,Summary,Jay Bahadur Singh,07-May-2026 04:51 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,VIRENDRA KUMAR PATHAK,07-Mar-2026 08:43 AM,07-Mar-2026 09:00 AM,techsummary_2073008.pdf (119.60 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,AOC,,,,,,,,,,,,,,,2,5914694,A K Sri Construction,23-Feb-2026 09:17 AM,Accepted-AOC,L1,09-May-2026 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
