Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1117076_5,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,"Under District Ambedkarnagar, Construction of Interlocking road from Nizampur link road to Maurya Basti in Sarkhupur Bhiyaon, Lot No 5",1.0,5924498.0,M/S A S CONSTRUCTION,INR,"556,494",1,5924498,M/S A S CONSTRUCTION,25-Feb-2026 12:20 PM,Accepted-AOC,AoC,25-May-2026 08:41 PM,25-May-2026,"INR 556,494",90.0,Shailendra Chaudhary,25-May-2026 08:41 PM,1418_5.pdf (231.00 KB),"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,01-Mar-2026 02:39 PM,07-Mar-2026 03:00 PM,techsummary_2075214.pdf (10897.41 KB),Finance,Summary,Shailendra Chaudhary,09-Mar-2026 11:28 AM,,BOQ Comparative Chart,"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,,Shailendra Chaudhary,25-May-2026 07:58 PM,finsummary_2075214.pdf (231.16 KB),Technical,Summary,Shailendra Chaudhary,27-Feb-2026 02:03 PM,,AOC,1.0,SBI Bank,17-Feb-2026 02:00 PM,26-Feb-2026 03:00 PM,17-Feb-2026 02:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,17-Feb-2026 02:00 PM,26-Feb-2026 12:00 PM,07-Mar-2026 03:00 PM,"EE RED, Vikas Bhawan, Ambedkarnagar","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar",1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,2026_REDUP_1117076_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,767.0,Nil,Nil,No,"10,000",No,fixed,,Nil,Nil,"Under District Ambedkarnagar, Construction of Interlocking road from Nizampur link road to Maurya Basti in Sarkhupur Bhiyaon, Lot No 5","Under District Ambedkarnagar, Construction of Interlocking road from Nizampur link road to Maurya Basti in Sarkhupur Bhiyaon, Lot No 5",Please refer Tender documents. ,NA ,"4,72,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED, Vikas Bhawan, Ambedkarnagar ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",18-Feb-2026 11:00 AM ,"EE RED, Vikas Bhawan, Ambedkarnagar",No ,No,AOC
,,,,,,,,,2,5928699,RANJANA PANDEY,25-Feb-2026 12:29 PM,Rejected-Finance,Rejected,25-May-2026 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
