Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,BID Document,"Construction of Indor Mini Stadium at PM Shri Govt. Girls Inter College Jhalu, District Bijnor (U.P.)","Construction of Indor Mini Stadium at PM Shri Govt. Girls Inter College Jhalu, District Bijnor (U.P.)",As per BID Document ,NA ,"3,77,61,000",Civil Works,NA ,Tender,90.0,450.0,"Jhalu, District Bijnor (U.P.)",246728.0,NA ,NA ,NA ,Bareilly,No ,No,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),25/PCL/GM/ZONE-2/BLY/2025-26,2026_UPPRC_1121384_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"17,700",Nil,Nil,No,28-Feb-2026 05:00 PM,13-Mar-2026 03:00 PM,28-Feb-2026 05:00 PM,13-Mar-2026 01:00 PM,NA ,NA ,28-Feb-2026 05:00 PM,13-Mar-2026 01:00 PM,28-Mar-2026 06:00 PM,"7,55,000",No,fixed,,Nil,Nil,AOC,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager-21, Accountant",Rajesh Verma,12-May-2026 06:02 PM,finsummary_2086553.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,28-Mar-2026 03:13 PM,technical_2086553.pdf,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,28-Mar-2026 05:40 PM,28-Mar-2026 06:00 PM,techsummary_2086553.pdf (1109.90 KB),Finance,Enclosed,Rajesh Verma,12-May-2026 05:47 PM,finance_2086553.pdf,BOQ Comparative Chart,1,5967927,Core Wood Infratech,13-Mar-2026 11:03 AM,Rejected-AOC,L2- Firm,12-May-2026 06:14 PM,1.0,5967575.0,SHREE KRISHNA BUILDERS,INR,"37,459,352.091",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1121384_2,25/PCL/GM/ZONE-2/BLY/2025-26,"Construction of Indor Mini Stadium at PM Shri Govt. Girls Inter College Jhalu, District Bijnor (U.P.)",12-May-2026,"INR 37,459,352.091",450.0,Rajesh Verma,12-May-2026 06:14 PM,StdBijnor25_pow.pdf (1433.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5967575,SHREE KRISHNA BUILDERS,13-Mar-2026 10:01 AM,Accepted-AOC,L1- Firm,12-May-2026 06:14 PM,,,,,,,,,,,,,,,,AOC
