EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"60,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,"1,145",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1658/RED/Tender/2025-26 Dated 12-02-2026,2026_REDUP_1124924_31,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,14-Mar-2026 10:00 AM,24-Mar-2026 12:30 PM,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,07-Apr-2026 12:00 PM,EXECUTIVE ENGINEER,Near Jahnvi Hotel Putlighar Mirzapur,VIKASH KHAND LALGAG ME GRAM PANCHYAT TULASI SEMARK AARAJI SAMPARK MARG SE KOL BASTI TAK SAMPARK MARG NIRMAN LEPAN WORK,VIKASH KHAND LALGAG ME GRAM PANCHYAT TULASI SEMARK AARAJI SAMPARK MARG SE KOL BASTI TAK SAMPARK MARG NIRMAN LEPAN WORK,Please refer Tender documents. ,NA ,"28,95,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,AOC,EE,Internal,DAOAE,Vimal Kumar,09-May-2026 02:04 PM,finsummary_2097190.pdf (22.97 KB),Finance,finan,Lalita Verma,07-Apr-2026 06:21 PM,,BOQ Comparative Chart,1.0,5989192.0,M/S MAA VINDHYAWASINI CONSTRUCTION,INR,"2,890,365",1,5989085,M/S AZIMULLA,19-Mar-2026 02:51 PM,Rejected-Finance,l2,09-May-2026 02:04 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1124924_31,1658/RED/Tender/2025-26 Dated 12-02-2026,VIKASH KHAND LALGAG ME GRAM PANCHYAT TULASI SEMARK AARAJI SAMPARK MARG SE KOL BASTI TAK SAMPARK MARG NIRMAN LEPAN WORK,13-May-2026,"INR 2,890,365",90.0,Vimal Kumar,13-May-2026 01:48 PM,shaurabh.pdf (830.00 KB),Technical,tech,Vimal Kumar,28-Mar-2026 02:17 PM,,EE,Internal,DAOAE,Vimal Kumar,30-Mar-2026 05:29 PM,07-Apr-2026 12:00 PM,techsummary_2097190.pdf (249.91 KB),AOC
,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5989192,M/S MAA VINDHYAWASINI CONSTRUCTION,19-Mar-2026 03:59 PM,Accepted-AOC,AOC,13-May-2026 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
