Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2559/RED/TENDER/Unnao/25-26 dt-19-03-2026,2026_REDUP_1135476_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,Viakas Bhawan Unnao,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,"39,100",Yes,fixed,,Nil,Nil,10-Apr-2026 01:20 PM,20-Apr-2026 12:30 PM,10-Apr-2026 01:20 PM,20-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 01:20 PM,20-Apr-2026 12:00 PM,23-Apr-2026 01:35 PM,"1,000",Nil,Nil,Yes,Mohall Awash Vikash Caloni me Tathagat Bihar Dwar ka Nirman karye.,Mohall Awash Vikash Caloni me Tathagat Bihar Dwar ka Nirman karye.,Plz Refer Doc ,NA ,"16,55,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNA0,No ,No,AOC,Technical,Summary,Narendra chaudhary,23-Apr-2026 01:30 PM,technical_2120103.pdf,Er Narendra Chaudhry,Internal,,Narendra chaudhary,08-May-2026 04:21 PM,finsummary_2120103.pdf (716.83 KB),Finance,Summary,Narendra chaudhary,08-May-2026 04:19 PM,finance_2120103.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,23-Apr-2026 01:33 PM,23-Apr-2026 01:35 PM,techsummary_2120103.pdf (496.33 KB),08-May-2026,"INR 1,655,158.46",90.0,Narendra chaudhary,08-May-2026 04:23 PM,Caloni004.pdf (717.00 KB),l1,1.0,6047960.0,M/s Kshitij Infra,INR,"1,655,158.46",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1135476_3,2559/RED/TENDER/Unnao/25-26 dt-19-03-2026,Mohall Awash Vikash Caloni me Tathagat Bihar Dwar ka Nirman karye.,1,6047960,M/s Kshitij Infra,15-Apr-2026 09:59 AM,Accepted-AOC,l1,08-May-2026 04:24 PM,AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6049151,Sri Rakesh Kumar Bharti,18-Apr-2026 01:42 PM,Rejected-AOC,l2,08-May-2026 04:24 PM,AOC
