S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"1,298",Nil,Nil,No,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,Saharanpur Municipal Corporation Saharanpur UP,7012 B,2026_NNSAH_1113706_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Construction of cc road and nali from motiram house to chakbeer house and mainpal house and satish house and kuldeep house to lakhmere house and ravidas mandir and lala prithviraj house and golu house to rajeev gandhi school for dabki,Date,,Construction of cc road and nali from motiram house to chakbeer house and mainpal house and satish house and kuldeep house to lakhmere house and ravidas mandir and lala prithviraj house and golu house to rajeev gandhi school for dabki,Construction of cc road and nali from motiram house to chakbeer house and mainpal house and satish house and kuldeep house to lakhmere house and ravidas mandir and lala prithviraj house and golu house to rajeev gandhi school for dabki,Please refer Tender documents. ,NA ,"14,99,896",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,Nagar Nigam Saharanpur,No ,No,"1,49,990",No,percentage,10.0%,Nil,Nil,12-Feb-2026 09:00 AM,28-Feb-2026 11:00 AM,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,21-Apr-2026 09:00 AM,AOC,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 07:11 PM,21-Apr-2026 09:00 AM,techsummary_2062835.pdf (22.89 KB),Finance,Admitted,Madan Pal,21-Apr-2026 05:08 PM,finance_2062835.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Vijay Bahadur singh,17-May-2026 12:52 PM,finsummary_2062835.pdf (23.67 KB),Technical,Admitted,Madan Pal,27-Mar-2026 02:34 PM,technical_2062835.pdf,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113706_1,7012 B,Construction of cc road and nali from motiram house to chakbeer house and mainpal house and satish house and kuldeep house to lakhmere house and ravidas mandir and lala prithviraj house and golu house to rajeev gandhi school for dabki,1.0,5936273.0,ROHIT ARYA CONTRACTOR,INR,"1,495,396",1,5931265,GEETANJALI CONSTRUCTION,26-Feb-2026 01:03 AM,Rejected-AOC,L2,17-May-2026 12:54 PM,17-May-2026,"INR 1,495,396",30.0,Vijay Bahadur singh,17-May-2026 12:54 PM,7012.pdf (471.00 KB),AOC
,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5936273,ROHIT ARYA CONTRACTOR,27-Feb-2026 09:35 AM,Accepted-AOC,L1,17-May-2026 12:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5935043,SARITA DEVI,26-Feb-2026 09:44 PM,Rejected-AOC,L3,17-May-2026 12:54 PM,,,,,,,AOC
