EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"27,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2733/EE TENDER/KUSHINAGAR,2026_REDUP_1140270_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date,Date,,24-Apr-2026 09:00 AM,06-May-2026 03:00 PM,24-Apr-2026 09:00 AM,06-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,06-May-2026 12:00 PM,08-May-2026 02:00 PM,"2,336",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE KUSHINAGAR,EE KUSHINAGAR,1.0,SBI Bank,Vikas Khand Ramkola gram Devariya Babu jaane wali nahar ke patri se Nand Singh ke khet se Sahjanwa jaane wali marg par CC road nirman karya.,Vikas Khand Ramkola gram Devariya Babu jaane wali nahar ke patri se Nand Singh ke khet se Sahjanwa jaane wali marg par CC road nirman karya.,Please refer Tender documents. ,NA ,"13,51,000",Civil Works,NA ,Tender,90.0,90.0,WORK,274403.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,AOC,1,6084512,M/s Bindu Devi,03-May-2026 12:04 PM,Rejected-Finance,L2,25-May-2026 06:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1140270_13,2733/EE TENDER/KUSHINAGAR,Vikas Khand Ramkola gram Devariya Babu jaane wali nahar ke patri se Nand Singh ke khet se Sahjanwa jaane wali marg par CC road nirman karya.,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,25-May-2026 06:30 PM,finsummary_2129452.pdf (225.44 KB),Finance,Bid Opening Summary,Praveen Kumar,08-May-2026 02:57 PM,,BOQ Comparative Chart,1.0,6084463.0,PRASHANSHA CONSTRUCTION CO.,INR,"1,347,636.37",Technical,Bid Opening Summary,Virendra Kumar Pandey,07-May-2026 02:01 PM,,25-May-2026,"INR 1,347,636.37",90.0,Virendra Kumar Pandey,25-May-2026 06:56 PM,13.pdf (225.00 KB),EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,08-May-2026 12:07 PM,08-May-2026 02:00 PM,techsummary_2129452.pdf (944.88 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6084463,PRASHANSHA CONSTRUCTION CO.,03-May-2026 11:43 AM,Accepted-AOC,L1,25-May-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
