S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1936/EE RED Jaunpur/25-26 Dt 23/02/2026,2026_REDUP_1130876_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",27-Mar-2026 12:00 PM,06-Apr-2026 12:30 PM,27-Mar-2026 12:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,27-Mar-2026 12:00 PM,06-Apr-2026 12:00 PM,18-Apr-2026 03:15 PM,"Under District Jaunpur, Construction of Interlocking road from newly constructed Interlocking road to Ram Prasad Pandey house in Kishunpur Majre of Gram Panchayat Shahmau under Shahganj constituency and from Thakur Prasad to Chandrakant, Lot No 4","Under District Jaunpur, Construction of Interlocking road from newly constructed Interlocking road to Ram Prasad Pandey house in Kishunpur Majre of Gram Panchayat Shahmau under Shahganj constituency and from Thakur Prasad to Chandrakant, Lot No 4",Please refer Tender documents. ,NA ,"13,00,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",30-Mar-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,"26,000",No,percentage,2.0%,Nil,Nil,854.0,Nil,Nil,No,AOC,Er Neeraj Kumar EE RED Jaunpur,Internal,,Alok Kumar,14-May-2026 10:39 AM,finsummary_2109769.pdf (495.71 KB),Technical,Summary,Neeraj Kumar,06-Apr-2026 07:18 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,18-Apr-2026 03:10 PM,18-Apr-2026 03:15 PM,techsummary_2109769.pdf (228.56 KB),Finance,Summary,Neeraj Kumar,18-Apr-2026 03:41 PM,,BOQ Comparative Chart,1.0,6021863.0,JEET BAHADUR SINGH,INR,"1,533,227",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1130876_4,1936/EE RED Jaunpur/25-26 Dt 23/02/2026,"Under District Jaunpur, Construction of Interlocking road from newly constructed Interlocking road to Ram Prasad Pandey house in Kishunpur Majre of Gram Panchayat Shahmau under Shahganj constituency and from Thakur Prasad to Chandrakant, Lot No 4",1,6021876,BIRJESH KUMAR,04-Apr-2026 12:27 AM,Rejected-Finance,Rejected,14-May-2026 10:39 AM,15-May-2026,"INR 1,533,227",90.0,Neeraj Kumar,15-May-2026 09:02 AM,1936_4.pdf (496.00 KB),AOC
,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6021863,JEET BAHADUR SINGH,03-Apr-2026 05:33 PM,Accepted-AOC,AoC,15-May-2026 09:02 AM,,,,,,,AOC
