S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,BG - Bank Guarantee,23-Mar-2026 10:00 AM,04-Apr-2026 10:00 AM,23-Mar-2026 10:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,23-Mar-2026 10:00 AM,02-Apr-2026 05:00 PM,07-Apr-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,272/SE-AGRA/E-TENDER/2025-26,2026_UPRNS_1120679_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"83,120",No,fixed,,EE,ETAWAH,"4,720",EE,ETAWAH,No,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA",1.0,DATE EXTEND,Date,,PROPOSED CONSTRUCTION OF 1 NO. TUBEWELL WITH PUMP ROOM AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),PROPOSED CONSTRUCTION OF 1 NO. TUBEWELL WITH PUMP ROOM AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,"DISTRICT JAIL, ETAWAH",206001.0,NA ,NA ,NA ,AGRA,No ,No,AOC,Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,06-Apr-2026 01:24 PM,technical_2106169.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,10-Apr-2026 04:07 PM,finsummary_2106169.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,10-Apr-2026 03:59 PM,finance_2106169.pdf,BOQ Comparative Chart,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,06-Apr-2026 01:34 PM,07-Apr-2026 10:00 AM,techsummary_2106169.pdf (296.14 KB),13-Apr-2026,"INR 4,146,856.8",120.0,NAGENDRA YADAV,02-May-2026 11:06 AM,272.pdf (94.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,1,6014620,AVNI CONSTRUCATION AND SUPPLIERS,27-Mar-2026 08:52 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,10-Apr-2026 04:07 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1120679_2,272/SE-AGRA/E-TENDER/2025-26,PROPOSED CONSTRUCTION OF 1 NO. TUBEWELL WITH PUMP ROOM AT DISTRICT JAIL ETAWAH IN DISTRICT-ETAWAH (U.P.),1.0,6010719.0,Rekha Devi Construction,INR,"4,146,856.8",AOC
2,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6014644,BALAJI CONTRACTOR,27-Mar-2026 08:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Apr-2026 01:24 PM,,,,,,,,,,AOC
3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6010719,Rekha Devi Construction,02-Apr-2026 04:16 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,02-May-2026 11:06 AM,,,,,,,,,,AOC
