Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2187/red/tender/unnao/25-26 dt- 10-02-2026,2026_REDUP_1123792_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,"54,200",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Vikash Khand Bighapur ke Rawatpur Lalman Khera main Road se Abadi Bhag me Interlocking ka karye.,Vikash Khand Bighapur ke Rawatpur Lalman Khera main Road se Abadi Bhag me Interlocking ka karye.,Plz Refer Doc ,NA ,"27,12,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,11-Mar-2026 04:30 PM,18-Mar-2026 12:30 PM,11-Mar-2026 04:30 PM,18-Mar-2026 12:00 PM,NA ,NA ,11-Mar-2026 04:30 PM,18-Mar-2026 12:00 PM,25-Mar-2026 05:00 PM,"1,000",Nil,Nil,No,1.0,SBI Bank,AOC,1,5972726,M/S DHIRENDRA SINGH,15-Mar-2026 05:55 AM,Rejected-AOC,l2,09-May-2026 04:39 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1123792_15,2187/red/tender/unnao/25-26 dt- 10-02-2026,Vikash Khand Bighapur ke Rawatpur Lalman Khera main Road se Abadi Bhag me Interlocking ka karye.,1.0,5974299.0,RAJESH KUMAR PAL,INR,"2,711,574.32",Er Narendra Chaudhry,Internal,,Narendra chaudhary,09-May-2026 04:37 PM,finsummary_2094142.pdf (1137.53 KB),Finance,Summary,Narendra chaudhary,09-May-2026 04:36 PM,finance_2094142.pdf,BOQ Comparative Chart,Er Narendra Chaudrary,Internal,,Narendra chaudhary,25-Mar-2026 04:57 PM,25-Mar-2026 05:00 PM,techsummary_2094142.pdf (1020.95 KB),Technical,Sumamry,Narendra chaudhary,25-Mar-2026 04:55 PM,technical_2094142.pdf,09-May-2026,"INR 2,711,574.32",90.0,Narendra chaudhary,09-May-2026 04:39 PM,Rawatpurlalman005.pdf (1138.00 KB),l1,AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5974299,RAJESH KUMAR PAL,15-Mar-2026 02:05 PM,Accepted-AOC,l1,09-May-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
