EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,08,000",No,fixed,,Nil,Nil,Executive Engineer,"BDLGC, Etawah","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",09/EE/2025-26,2026_UPIDC_1110283_27,Yes,Auction,Item Rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,02-Feb-2026 11:00 AM,11-Feb-2026 03:00 PM,02-Feb-2026 11:00 AM,11-Feb-2026 02:00 PM,NA ,NA ,02-Feb-2026 11:00 AM,11-Feb-2026 02:00 PM,18-Apr-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,Auction of Silt/soil work from Km 115.00 to Km 116.600 of Bhognipur branch,Auction of Silt/soil work from Km 115.00 to Km 116.600 of Bhognipur branch,Please refer Tender documents. ,NA ,"7,19,000",Civil Works - Canal,NA ,Tender,90.0,45.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,AOC,1,5849258,OM CONSTRUCTION,10-Feb-2026 02:18 PM,Rejected-AOC,Complete,14-May-2026 04:49 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",2026_UPIDC_1110283_27,09/EE/2025-26,Auction of Silt/soil work from Km 115.00 to Km 116.600 of Bhognipur branch,Finance,2 Bidder Admitted,RAKESH KUMAR,18-Apr-2026 11:37 AM,,BOQ Comparative Chart,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,14-May-2026 04:43 PM,finsummary_2050958.pdf (102.57 KB),1.0,5849246.0,OM SECURITY & CONSTRUCTION SERVICE,INR,"749,267.25",Technical,2 Bidder Admitted,RAKESH KUMAR,17-Apr-2026 05:16 PM,technical_2050958.pdf,15-May-2026,"INR 749,267.25",45.0,RAKESH KUMAR,14-May-2026 04:49 PM,AOC27.pdf (176.00 KB),AOC,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,17-Apr-2026 05:20 PM,18-Apr-2026 10:00 AM,techsummary_2050958.pdf (102.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,AOC,2,5849246,OM SECURITY & CONSTRUCTION SERVICE,11-Feb-2026 01:44 PM,Accepted-AOC,Complete,14-May-2026 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
