Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,1.0,SBI Bank,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 03:35 PM,Saharanpur Municipal Corporation Saharanpur UP,5690 B,2026_NNSAH_1114658_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"33,346",No,percentage,10.0%,Nil,Nil,1.0,Construction of nali from kusht ashram to gate of indraprastha colony at ward no. 33,Date,,590.0,Nil,Nil,No,Construction of nali from kusht ashram to gate of indraprastha colony at ward no. 33,Construction of nali from kusht ashram to gate of indraprastha colony at ward no. 33,Please refer Tender documents. ,NA ,"3,33,455",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,AOC,Suresh Chand,Internal,,Sandeep kumar Misra,22-May-2026 08:18 PM,finsummary_2067309.pdf (23.84 KB),Technical,Admitted,Madan Pal,16-Mar-2026 04:36 PM,technical_2067309.pdf,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 03:32 PM,20-Apr-2026 03:35 PM,techsummary_2067309.pdf (22.89 KB),Finance,Admitted,Madan Pal,21-Apr-2026 03:37 PM,finance_2067309.pdf,BOQ Comparative Chart,1.0,5935113.0,GOPAL CONSTRUCTIONS COMPANY,INR,"333,121.54",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114658_1,5690 B,Construction of nali from kusht ashram to gate of indraprastha colony at ward no. 33,1.0,5935113.0,GOPAL CONSTRUCTIONS COMPANY,27-Feb-2026 02:45 AM,Accepted-AOC,L1,22-May-2026 08:20 PM,22-May-2026,"INR 333,121.54",30.0,Sandeep kumar Misra,22-May-2026 08:20 PM,tech.pdf (24.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
