S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
1.0,5835034.0,MAHI CONSTRUCTION,INR,"494,000",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,2026_UPIDM_1109464_2,03/EE/TWCD/2025-26,Supply of PG,1,5833277,laxmi enterprises,31-Jan-2026 11:08 PM,Rejected-Finance,L2,18-May-2026 02:02 PM,18-May-2026,"INR 494,000",90.0,Gaurav Srivastava,18-May-2026 02:05 PM,boqh.pdf (24.00 KB),L1,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri Shashteshwar Nath EE MLCD Prayagraj Sri Amit Chaudhari DA TCD Prayagraj,Gaurav Srivastava,10-Feb-2026 02:15 PM,10-Feb-2026 03:00 PM,techsummary_2049161.pdf (345.50 KB),Finance,Financially qualiftied,Gaurav Srivastava,11-Feb-2026 01:09 PM,finance_2049161.pdf,BOQ Comparative Chart,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri Shashteshwar Nath EE MLCD Prayagraj,Gaurav Srivastava,18-May-2026 02:02 PM,finsummary_2049161.pdf (24.13 KB),Technical,Technically qualified,Gaurav Srivastava,10-Feb-2026 02:10 PM,technical_2049161.pdf,AOC,"15,200",No,percentage,2.0%,Nil,Nil,27-Jan-2026 11:00 AM,03-Feb-2026 02:00 PM,27-Jan-2026 11:00 AM,02-Feb-2026 05:00 PM,NA ,NA ,27-Jan-2026 11:00 AM,02-Feb-2026 05:00 PM,10-Feb-2026 03:00 PM,EE TWCD Prayagraj,Office EE TWCD Prayagraj,770.0,Nil,Nil,No,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,03/EE/TWCD/2025-26,2026_UPIDM_1109464_2,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DOC,Supply of PG,"Supply and carriage of pea gravel of size 2.00 to 3.35 mm (IS Code-4097-1967 Reaffirmed Latest) from Lalkuan Haldwani to store Nalkoop khand, Dist-Fatehpur including screening, loading, unloading, stacking, Royality, Contractor profit, all taxes of",Please refer Tender documents. ,NA ,"7,60,000",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,90.0,Store Nalkoop Khand Fatehpur,212601.0,NA ,NA ,NA ,Office EE TWCD Prayagraj,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,2,5835034,MAHI CONSTRUCTION,31-Jan-2026 08:15 PM,Accepted-AOC,L1,18-May-2026 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5833264,M/s Dev Enterprises,30-Jan-2026 05:34 PM,Rejected-Finance,L4,18-May-2026 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5833317,M/S ISHWAR ENTERPRISES,30-Jan-2026 05:56 PM,Rejected-Finance,L3,18-May-2026 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5833229,M/s Janhavi Enterprises,30-Jan-2026 05:38 PM,Rejected-Finance,L5,18-May-2026 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5837684,PAL BORWELL COMPANY,02-Feb-2026 12:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Feb-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
