Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
20-Apr-2026,"INR 1,003,317.93",90.0,Arvind Kumar,07-May-2026 04:17 PM,AOC9.pdf (268.00 KB),1,6029876,GANGOTRI CONSTRUCTION AND GENERAL ORDER SUPPLIERS,04-Apr-2026 10:06 PM,Accepted-AOC,Below,07-May-2026 04:17 PM,1.0,6029876.0,GANGOTRI CONSTRUCTION AND GENERAL ORDER SUPPLIERS,INR,"1,003,317.93",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,2026_REDUP_1132164_9,1224/RED/Nivida/2024-25 Dt. 24.02.26,Nathnagar Kali Marg par nala nirman karya,Finance,Admitted,Arvind Kumar,15-Apr-2026 03:20 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Arvind Kumar,13-Apr-2026 04:15 PM,15-Apr-2026 12:00 PM,techsummary_2112953.pdf (291.67 KB),Technical,All Admitted,Arvind Kumar,13-Apr-2026 03:56 PM,technical_2112953.pdf,Executive Engineer,Internal,,Arvind Kumar,18-Apr-2026 04:52 PM,finsummary_2112953.pdf (291.67 KB),AOC,Nathnagar Kali Marg par nala nirman karya,Nathnagar Kali Marg par nala nirman karya,as per sbd ,NA ,"10,05,000",Civil Works,NA ,Tender,90.0,90.0,works,272175.0,NA ,NA ,NA ,O/O EE RED SANTKABIR NAGAR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,1224/RED/Nivida/2024-25 Dt. 24.02.26,2026_REDUP_1132164_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,"50,000",Yes,fixed,,Nil,Nil,EE RED SANTKABIR NAGAR,O/O EE RED SANTKABIR NAGAR,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL,01-Apr-2026 12:00 PM,07-Apr-2026 12:30 PM,01-Apr-2026 12:00 PM,06-Apr-2026 12:00 PM,01-Apr-2026 12:00 PM ,06-Apr-2026 12:00 PM ,01-Apr-2026 12:00 PM,06-Apr-2026 12:00 PM,15-Apr-2026 12:00 PM,AOC
,,,,,,2,6028862,M/S VIRENDRA SINGH,04-Apr-2026 09:59 AM,Rejected-Finance,Reject,18-Apr-2026 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCE,,,,,,,,,,AOC
