Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
CHIEF ENGINEER MGCCP ALIGARH,Internal,EE MGCCD 12 ALIGARH AND EE MGCCD 16 CHANDAUSI,manoj rao,15-May-2026 02:36 AM,15-May-2026 11:00 AM,techsummary_2144014.pdf (480.01 KB),25-May-2026,"INR 121,607.2",20.0,manoj rao,27-May-2026 12:22 AM,lot30dos.pdf (278.00 KB),AG NO 22/EE/26-27,Technical,ADMITTED,manoj rao,15-May-2026 12:16 AM,,CHIEF ENGINEER MGCCP ALIGARH,Internal,MGCCD12 ALIGARH AND MGCCD 16 CHANDAUSI,manoj rao,23-May-2026 11:40 PM,finsummary_2144014.pdf (480.01 KB),Finance,ALL ADMITTED,manoj rao,19-May-2026 10:51 AM,,BOQ Comparative Chart,1.0,6113217.0,M.K. ENTERPRISES,INR,"121,607.2",1,6113217,M.K. ENTERPRISES,13-May-2026 02:22 PM,Accepted-AOC,L-1,27-May-2026 12:22 AM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-12 Aligarh",2026_UPIDC_1139705_60,01/EE/2026-27,RETENDER LOT 30,AOC,339.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD-12 Aligarh",01/EE/2026-27,2026_UPIDC_1139705_60,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDERBOOK,08-May-2026 10:00 AM,14-May-2026 10:00 AM,08-May-2026 10:00 AM,13-May-2026 05:00 PM,NA ,NA ,08-May-2026 10:00 AM,13-May-2026 05:00 PM,15-May-2026 11:00 AM,1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,RETENDER LOT 30,Silt clearance in internal section of Makdoomnagar Minor between km 0.000 to km 5.600 in District Aligarh during year 2026-27,Please refer Tender documents. ,NA ,"1,63,000",Civil Works - Others,NA ,Rate Contract,90.0,20.0,Aligarh,202001.0,NA ,NA ,NA ,Aligarh,No ,No,EXECUTIVE ENGINEER MGCCD 12 ALIGARH,DODHPUR CIVIL LINES ALIGARH,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6113596,M/S MAHESH CHANDRA CONTRACTOR,13-May-2026 04:12 PM,Rejected-Finance,L-2,23-May-2026 11:40 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
