EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"56,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,07-Feb-2026 06:00 PM,06-Apr-2026 03:30 PM,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,02-May-2026 12:30 PM,EE RED Jhansi,EE RED Jhansi,1.0,date6,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3222/RED/Tender/2025-269 Date 14-01-2026,2026_REDUP_1113367_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,12- Gram panchyat Moth main Sohan ke makan se Puliya ki aur sadak ke Dono aur apex nirman karya.,12- Gram panchyat Moth main Sohan ke makan se Puliya ki aur sadak ke Dono aur apex nirman karya.,Please refer Tender documents. ,NA ,"11,05,000",Civil Works,NA ,Tender,90.0,90.0,12- Gram panchyat Moth main Sohan ke makan se Puli,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,AOC,1,6008889,M/S GIRI CONSTRUCTION,30-Mar-2026 07:44 AM,Accepted-AOC,y,19-May-2026 04:34 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1113367_12,3222/RED/Tender/2025-269 Date 14-01-2026,12- Gram panchyat Moth main Sohan ke makan se Puliya ki aur sadak ke Dono aur apex nirman karya.,Finance,final,RAJNEESH KUMAR,19-May-2026 04:30 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,19-May-2026 04:32 PM,finsummary_2060823.pdf (462.29 KB),1.0,6008889.0,M/S GIRI CONSTRUCTION,INR,"1,098,917",Technical,FINAL,RAJNEESH KUMAR,27-Apr-2026 04:47 PM,technical_2060823.pdf,19-May-2026,"INR 1,098,917",90.0,RAJNEESH KUMAR,19-May-2026 04:34 PM,mothsohan.pdf (462.00 KB),final,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Apr-2026 04:51 PM,02-May-2026 12:30 PM,techsummary_2060823.pdf (817.52 KB),AOC
,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6015805,SANJAY AGARWAL,30-Mar-2026 08:33 AM,Rejected-Finance,n,19-May-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
