Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
13-May-2026,"INR 212,238,629.36",540.0,ANIL KUMAR SINGH,13-May-2026 05:07 PM,Ag_S_S.pdf (2847.00 KB),L1,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1111516_1,64/GM-3/UPPCL/2025-26 DATE-29.01.2026,"Construction of C.M. Model Composite School, Junior Hight School at Bhadauli Block-Pura Bazar Distt. Ayodhya (UP)",1.0,5849922.0,S. S. Construction Co.,INR,"212,238,629.36",1,5864528,M/s Akankcha Enterprises,12-Feb-2026 12:54 PM,Rejected-AOC,L2,13-May-2026 05:07 PM,Technical,Attached,ANIL KUMAR SINGH,18-Feb-2026 04:18 PM,technical_2053881.pdf,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,13-May-2026 05:05 PM,finsummary_2053881.pdf (4640.15 KB),Finance,Attached,ANIL KUMAR SINGH,13-May-2026 05:03 PM,finance_2053881.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,18-Feb-2026 04:52 PM,19-Feb-2026 12:00 PM,techsummary_2053881.pdf (4640.15 KB),AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,64/GM-3/UPPCL/2025-26 DATE-29.01.2026,2026_UPPRC_1111516_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"17,700",Nil,Nil,No,"42,74,000",No,fixed,,Nil,Nil,1.0,SBI Bank,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,04-Feb-2026 09:00 AM,12-Feb-2026 04:00 PM,04-Feb-2026 09:00 AM,12-Feb-2026 03:00 PM,NA ,NA ,04-Feb-2026 09:00 AM,12-Feb-2026 03:00 PM,19-Feb-2026 12:00 PM,"Construction of C.M. Model Composite School, Junior Hight School at Bhadauli Block-Pura Bazar Distt. Ayodhya (UP)","Construction of C.M. Model Composite School, Junior Hight School at Bhadauli Block-Pura Bazar Distt. Ayodhya (UP)",As per Bid Documents ,NA ,"21,37,13,000",Civil Works - Buildings,N/A ,Tender,90.0,540.0,Ayodhya,224001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,2,5849922,S. S. Construction Co.,12-Feb-2026 11:58 AM,Accepted-AOC,L1,13-May-2026 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
