S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6026041.0,M/S KULVEER SINGH CONTRACTOR,INR,"2,328,368.05",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE BIJNOR,2026_REDUP_1128971_4,50/EE/RED/DATE-05-03-2026,4-Construction work of C.C. road from the graveyard to Khalil s house (near the tower) in village Tukhmapur.,1,6026041,M/S KULVEER SINGH CONTRACTOR,05-Apr-2026 05:52 PM,Accepted-AOC,L1,07-May-2026 12:26 PM,07-May-2026,"INR 2,328,368.05",120.0,FIROZ DOST,07-May-2026 12:26 PM,NIT_15.pdf (1202.00 KB),L1,AE.DAO.EE,Internal,AE.DAO.EE,FIROZ DOST,24-Apr-2026 07:19 PM,finsummary_2105902.pdf (1202.23 KB),Technical,ACCEPT,FIROZ DOST,20-Apr-2026 06:45 PM,technical_2105902.pdf,AE.DAO.EE,Internal,AE.DAO.EE,FIROZ DOST,20-Apr-2026 06:47 PM,21-Apr-2026 10:00 AM,techsummary_2105902.pdf (280.86 KB),Finance,ACCEPT,FIROZ DOST,24-Apr-2026 07:16 PM,finance_2105902.pdf,BOQ Comparative Chart,AOC,1,Fee/PreQual/Technical,.pdf,TECHNICAL,4-Construction work of C.C. road from the graveyard to Khalil s house (near the tower) in village Tukhmapur.,4-Construction work of C.C. road from the graveyard to Khalil s house (near the tower) in village Tukhmapur.,Please refer Tender documents. ,NA ,"23,32,800",Civil Works - Roads,NA ,Tender,90.0,120.0,EEREDBIJNOR,246701.0,EEREDBIJNOR ,EEREDBIJNOR ,23-Mar-2026 11:00 AM ,EEREDBIJNOR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE BIJNOR,50/EE/RED/DATE-05-03-2026,2026_REDUP_1128971_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Mar-2026 10:00 AM,13-Apr-2026 12:30 PM,23-Mar-2026 10:00 AM,13-Apr-2026 12:00 PM,NA ,NA ,23-Mar-2026 10:00 AM,13-Apr-2026 12:00 PM,21-Apr-2026 10:00 AM,1.0,SBI Bank,"48,000",Yes,fixed,,Nil,Nil,EEREDBIJNOR,EEREDBIJNOR,"2,354",Nil,Nil,No,AOC
,,,,,,,,,2,6026032,SINGH CONSTRUCTION AND SUPPLIER,05-Apr-2026 05:13 PM,Rejected-Finance,L2,24-Apr-2026 07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
