Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Apr-2026 04:25 PM,02-May-2026 12:30 PM,techsummary_2061154.pdf (666.94 KB),11-May-2026,"INR 857,530",90.0,RAJNEESH KUMAR,11-May-2026 05:16 PM,Lohaprimary.pdf (367.00 KB),final,Technical,FINAL,RAJNEESH KUMAR,27-Apr-2026 04:17 PM,technical_2061154.pdf,Finance,final,RAJNEESH KUMAR,11-May-2026 05:08 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-May-2026 05:13 PM,finsummary_2061154.pdf (367.07 KB),1.0,6009601.0,NARAYAN CONSTRUCTION,INR,"857,530",1,6009601,NARAYAN CONSTRUCTION,30-Mar-2026 07:22 AM,Accepted-AOC,y,11-May-2026 05:16 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1113367_21,3222/RED/Tender/2025-269 Date 14-01-2026,21- Gram Lohagadh Moth main primary School se kishore kushwaha ke makan ki aur apex sadak abam nali nirman karya.,AOC,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3222/RED/Tender/2025-269 Date 14-01-2026,2026_REDUP_1113367_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-Feb-2026 06:00 PM,06-Apr-2026 03:30 PM,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,02-May-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,EE RED Jhansi,EE RED Jhansi,"44,000",Yes,fixed,,Nil,Nil,1.0,date6,Date,,21- Gram Lohagadh Moth main primary School se kishore kushwaha ke makan ki aur apex sadak abam nali nirman karya.,21- Gram Lohagadh Moth main primary School se kishore kushwaha ke makan ki aur apex sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"8,62,000",Civil Works,NA ,Tender,90.0,90.0,21- Gram Lohagadh Moth main primary School se kish,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6015965,SANJAY AGARWAL,30-Mar-2026 08:53 AM,Rejected-Finance,n,11-May-2026 05:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
