Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,SBD,"36,000",Yes,fixed,,Nil,Nil,E .E. R.E.D VIKASH BHAVAN HAPUR,E .E. R.E.D VIKASH BHAVAN HAPUR,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE HAPUR,42/EE/RED/Hapur/2025-26/Dt. 21/02/2026,2026_REDUP_1126890_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Nagar chhetra Hapur mein prathmik Vidyalay Ganesh tagasaray mein 02 kaksha kaksh ka Nirman karya,Nagar chhetra Hapur mein prathmik Vidyalay Ganesh tagasaray mein 02 kaksha kaksh ka Nirman karya,Nagar chhetra Hapur mein prathmik Vidyalay Ganesh tagasaray mein 02 kaksha kaksh ka Nirman karya  ,NA ,"17,67,000",Civil Works,NA ,Tender,90.0,120.0,Nagar chhetra Hapur mein prathmik Vidyalay Ganesh,245101.0,NA ,NA ,NA ,EERED VIKASH BHAVAN HAPUR,No ,No,854.0,Nil,Nil,No,18-Mar-2026 12:15 PM,28-Mar-2026 03:00 PM,18-Mar-2026 12:15 PM,28-Mar-2026 02:00 PM,NA ,NA ,18-Mar-2026 12:15 PM,28-Mar-2026 02:00 PM,08-Apr-2026 12:00 PM,1.0,DATE CORRIGENDUM AGANE FOR RAM NOME,Date,,AOC,varsha garg,Internal,Varsha garg Executive Engineer Rural Engineering Department Division Hapu CHANDRA SINGH Assistant Engineer Rural Engineering Department Division Hapur Moolchand Sharma Senior Divisional Accou,VARSHA GARG,18-May-2026 02:41 PM,finsummary_2101665.pdf (941.81 KB),Technical,summary,VARSHA GARG,04-Apr-2026 01:43 PM,technical_2101665.pdf,eered hapur varsha garg,Internal,"eered hapur, eered g bad sdao hapur",VARSHA GARG,04-Apr-2026 01:46 PM,08-Apr-2026 12:00 PM,techsummary_2101665.pdf (311.27 KB),Finance,summary,VARSHA GARG,18-May-2026 02:04 PM,finance_2101665.pdf,BOQ Comparative Chart,1.0,6014316.0,M/S MITTAL GENERATOR SERVICE,INR,"1,762,112",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE HAPUR,2026_REDUP_1126890_1,42/EE/RED/Hapur/2025-26/Dt. 21/02/2026,Nagar chhetra Hapur mein prathmik Vidyalay Ganesh tagasaray mein 02 kaksha kaksh ka Nirman karya,1,6014316,M/S MITTAL GENERATOR SERVICE,28-Mar-2026 01:14 PM,Accepted-AOC,L1,18-May-2026 02:44 PM,18-May-2026,"INR 1,762,112",120.0,VARSHA GARG,18-May-2026 02:44 PM,7scho.pdf (619.00 KB),L1,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6015998,OM ENTERPRISES,28-Mar-2026 01:30 PM,Rejected-Finance,L2,18-May-2026 02:41 PM,,,,,,,,AOC
