Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
26-May-2026,"INR 301,313.74",30.0,Madan Pal,26-May-2026 11:35 AM,nit25.pdf (5702.00 KB),1,5910555,BHARAT CONTRACTOR AND SUPPLIER,22-Feb-2026 03:15 PM,Accepted-AOC,L1,26-May-2026 11:35 AM,1.0,5910555.0,BHARAT CONTRACTOR AND SUPPLIER,INR,"301,313.74",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114630_1,5768 B,Work of shutter with gate kuda ghar for dhobi ghat at ward no. 22,Technical,Admitted,Madan Pal,20-Mar-2026 12:43 PM,technical_2067211.pdf,suresh chand,Internal,,Madan Pal,26-May-2026 11:33 AM,finsummary_2067211.pdf (5701.78 KB),Finance,Admitted,Madan Pal,21-Apr-2026 01:59 PM,finance_2067211.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 04:41 PM,20-Apr-2026 04:45 PM,techsummary_2067211.pdf (22.89 KB),AOC,"30,746",No,percentage,10.0%,Nil,Nil,Work of shutter with gate kuda ghar for dhobi ghat at ward no. 22,Work of shutter with gate kuda ghar for dhobi ghat at ward no. 22,Please refer Tender documents. ,NA ,"3,07,463",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,Saharanpur Municipal Corporation Saharanpur UP,5768 B,2026_NNSAH_1114630_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Work of shutter with gate kuda ghar for dhobi ghat at ward no. 22,Date,,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 04:45 PM,590.0,Nil,Nil,No,AOC
,,,,,,2,5933035,GEETANJALI CONSTRUCTION,26-Feb-2026 03:42 PM,Rejected-AOC,L4,26-May-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,AOC
,,,,,,3,5936114,ROHIT ARYA CONTRACTOR,27-Feb-2026 08:41 AM,Rejected-AOC,L3,26-May-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,5933180,SARITA DEVI,26-Feb-2026 03:12 PM,Rejected-AOC,L2,26-May-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
