Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Executive Engineer,Chittaurhgarh Bandh Nirman Khand Balrampur Saryu Nahar Colony Balrampur,1,Fee/PreQual/Technical,.pdf,Tender Notice,767.0,Nil,Nil,No,06-Mar-2026 10:00 AM,12-Mar-2026 03:00 PM,06-Mar-2026 10:00 AM,12-Mar-2026 02:00 PM,NA ,NA ,06-Mar-2026 10:00 AM,12-Mar-2026 02:00 PM,16-Mar-2026 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",02/EE/2025-26,2026_UPIDC_1121630_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,520",Yes,fixed,,Nil,Nil,Earth work in clearance of thecks and obstruction Between km 0.000 to km 2.500 in Bhagwanpur Feeder Drain,Earth work in clearance of thecks and obstruction Between km 0.000 to km 2.500 in Bhagwanpur Feeder Drain,Please refer Tender documents. ,NA ,"2,76,000",Civil Works - Others,NA ,Tender,90.0,12.0,Tulsipur Balrampur,271210.0,NA ,NA ,NA ,Chittaurhgarh Bandh Nirman Khand Balrampur,No ,No,1.0,SBI Bank,AOC,Akhilesh Kumar Singh,Internal,,akhilesh kumar singh,06-May-2026 07:04 PM,finsummary_2087085.pdf (195.64 KB),Technical,Technical Evaluation Summary Report,akhilesh kumar singh,16-Mar-2026 01:42 PM,technical_2087085.pdf,AKHILESH KUMAR SINGH,Internal,attched,akhilesh kumar singh,16-Mar-2026 02:33 PM,16-Mar-2026 03:00 PM,techsummary_2087085.pdf (22.63 KB),Finance,Financial Summary Report,akhilesh kumar singh,06-May-2026 06:29 PM,finance_2087085.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2026_UPIDC_1121630_7,02/EE/2025-26,Earth work in clearance of thecks and obstruction Between km 0.000 to km 2.500 in Bhagwanpur Feeder Drain,1.0,5965874.0,MANJESH KUMAR SINGH,INR,"272,075.05",1,5965874,MANJESH KUMAR SINGH,11-Mar-2026 11:23 PM,Accepted-AOC,AOC,07-May-2026 06:05 PM,06-May-2026,"INR 272,075.05",12.0,akhilesh kumar singh,07-May-2026 06:05 PM,AOC7.pdf (513.00 KB),AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5965819,SHAILENDRA VIKRAM CONTRACTOR,11-Mar-2026 11:14 PM,Rejected-Finance,disqualified,06-May-2026 07:04 PM,,,,,,,AOC
