Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
25-May-2026,"INR 807,060",90.0,Shailendra Chaudhary,25-May-2026 08:38 PM,1418_10.pdf (225.00 KB),Technical,Summary,Shailendra Chaudhary,27-Feb-2026 02:13 PM,,"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,01-Mar-2026 12:31 AM,07-Mar-2026 03:00 PM,techsummary_2075455.pdf (10998.72 KB),"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,,Shailendra Chaudhary,25-May-2026 08:01 PM,finsummary_2075455.pdf (225.11 KB),Finance,Summary,Shailendra Chaudhary,09-Mar-2026 11:30 AM,,BOQ Comparative Chart,1.0,5924488.0,M/S A S CONSTRUCTION,INR,"807,060",1,5924488,M/S A S CONSTRUCTION,25-Feb-2026 12:18 PM,Accepted-AOC,AoC,25-May-2026 08:38 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1117076_10,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,"Under District Ambedkarnagar, Construction of Interlocking Road from the east of Ram Bhoj Maurya house to the front of Shyam Prakash Singh house in Barauna CC Road, Lot No 10",AOC,"EE RED, Vikas Bhawan, Ambedkarnagar","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,2026_REDUP_1117076_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,17-Feb-2026 02:00 PM,26-Feb-2026 03:00 PM,17-Feb-2026 02:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,17-Feb-2026 02:00 PM,26-Feb-2026 12:00 PM,07-Mar-2026 03:00 PM,"14,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,767.0,Nil,Nil,No,"Under District Ambedkarnagar, Construction of Interlocking Road from the east of Ram Bhoj Maurya house to the front of Shyam Prakash Singh house in Barauna CC Road, Lot No 10","Under District Ambedkarnagar, Construction of Interlocking Road from the east of Ram Bhoj Maurya house to the front of Shyam Prakash Singh house in Barauna CC Road, Lot No 10",Please refer Tender documents. ,NA ,"6,85,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED, Vikas Bhawan, Ambedkarnagar ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",18-Feb-2026 11:00 AM ,"EE RED, Vikas Bhawan, Ambedkarnagar",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5928726,RANJANA PANDEY,25-Feb-2026 12:27 PM,Rejected-Finance,Rejected,25-May-2026 08:01 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,AOC
