Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Under District Jaunpur, Construction of CC road from T.B. Hospital Road under Sadar area to Amit Singh house in Thakur Surendra Nath Singh Colony., Lot No 8","Under District Jaunpur, Construction of CC road from T.B. Hospital Road under Sadar area to Amit Singh house in Thakur Surendra Nath Singh Colony., Lot No 8",Please refer Tender documents. ,NA ,"14,83,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",03-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",01-Apr-2026 12:00 PM,09-Apr-2026 12:30 PM,01-Apr-2026 12:00 PM,09-Apr-2026 12:00 PM,NA ,NA ,01-Apr-2026 12:00 PM,09-Apr-2026 12:00 PM,18-Apr-2026 03:10 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1891/EE RED Jaunpur/25-26 Dt 11/02/2026,2026_REDUP_1128765_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"29,660",No,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,856.0,Nil,Nil,No,1.0,SBI Bank,AOC,Finance,Summary,Neeraj Kumar,18-Apr-2026 03:45 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,18-Apr-2026 03:06 PM,18-Apr-2026 03:10 PM,techsummary_2112996.pdf (231.10 KB),Technical,Summary,Neeraj Kumar,09-Apr-2026 02:58 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,,Alok Kumar,14-May-2026 10:44 AM,finsummary_2112996.pdf (590.68 KB),15-May-2026,"INR 1,748,125",90.0,Alok Kumar,15-May-2026 08:56 AM,1891_8.pdf (591.00 KB),1,6029280,M/s YASHRAJ CONSTRUCTION,07-Apr-2026 07:15 PM,Rejected-Finance,Reejcted,14-May-2026 10:44 AM,1.0,6027349.0,RUDRANSH ENTERPRISES,INR,"1,748,125",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1128765_8,1891/EE RED Jaunpur/25-26 Dt 11/02/2026,"Under District Jaunpur, Construction of CC road from T.B. Hospital Road under Sadar area to Amit Singh house in Thakur Surendra Nath Singh Colony., Lot No 8",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6027349,RUDRANSH ENTERPRISES,07-Apr-2026 06:24 PM,Accepted-AOC,AoC,15-May-2026 08:56 AM,,,,,,,,,,AOC
