EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"31,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,pdf,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,3102/03/EE/RED/2025-26 DATE 04-02-2026,2026_REDUP_1115521_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,EE RED SECOND FLOOR VIKAS BHAWAN BAREILLY,1.0,SBI Bank,Construction of Bhagwan Shri Maharshi Kashyap Memorial Gate near Aril River in village Paiga. (Development Block - Majhgawan),Construction of Bhagwan Shri Maharshi Kashyap Memorial Gate near Aril River in village Paiga. (Development Block - Majhgawan),Please refer Tender documents. ,NA ,"15,47,500",Civil Works,NA ,Tender,90.0,NA ,MAJHGANWAN,243001.0,NA ,NA ,NA ,EE RED SECOND FLOOR VIKAS BHAWAN BAREILLY,No ,No,12-Feb-2026 06:20 PM,11-Mar-2026 12:30 PM,12-Feb-2026 06:20 PM,11-Mar-2026 12:00 PM,NA ,NA ,12-Feb-2026 06:20 PM,11-Mar-2026 12:00 PM,25-Mar-2026 11:00 AM,AOC,Technical,Attach,Vinay Kumar Sharma,19-Mar-2026 11:38 AM,technical_2069866.pdf,EXECUTIVE ENGINEER,Internal,DAO AND AE,Vinay Kumar Sharma,30-Mar-2026 04:00 PM,finsummary_2069866.pdf (471.56 KB),Finance,Attach,Vinay Kumar Sharma,30-Mar-2026 03:57 PM,finance_2069866.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,DAO AND AE,Vinay Kumar Sharma,19-Mar-2026 11:42 AM,25-Mar-2026 11:00 AM,techsummary_2069866.pdf (471.56 KB),01-Apr-2026,"INR 1,317,549",90.0,Vinay Kumar Sharma,29-May-2026 04:31 PM,AOCB.pdf (577.00 KB),Construction of Bhagwan Shri Maharshi Kashyap Memorial Gate near Aril River in village Paiga. (Development Block - Majhgawan),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,2026_REDUP_1115521_1,3102/03/EE/RED/2025-26 DATE 04-02-2026,Construction of Bhagwan Shri Maharshi Kashyap Memorial Gate near Aril River in village Paiga. (Development Block - Majhgawan),1.0,5958507.0,CHAUHAN TRADERS,INR,"1,317,549",1,5958507,CHAUHAN TRADERS,09-Mar-2026 04:19 PM,Accepted-AOC,L1,29-May-2026 04:31 PM,AOC
,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5958635,ram lakhan contractor and supplier,09-Mar-2026 03:49 PM,Rejected-Finance,L2,30-Mar-2026 04:00 PM,AOC
