Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"7,354",Nil,Nil,No,1.0,SBI Bank,"14,93,000",No,fixed,,Nil,Nil,"SE, KBLCCC, BANDA","Office of The Superintending Engineer, Ken-Betwa Link Canal Construction Circle, Banda, Address-Nawab Tank, Banda-210001",U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Banda,04/SE/2025-26,2026_UPIDC_1104143_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Restoration of Dys and Minors offtaking from km. 0.000 to km. 59.338 of Ken Main Canal in Ken Canal System under Ken-Betwa Link Project,Restoration of Dys and Minors offtaking from km. 0.000 to km. 59.338 of Ken Main Canal in Ken Canal System under Ken-Betwa Link Project,Please refer Tender documents. ,NA ,"7,46,40,000",Civil Works - Canal,NA ,Tender,90.0,547.0,BANDA,226001.0,Office of The Superintending Engineer ,"Office of The Superintending Engineer, Ken-Betwa Link Canal Construction Circle, Banda, Address-Nawab Tank, Banda-210001 ",16-Jan-2026 12:00 PM ,Office of The Superintending Engineer,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,06-Jan-2026 11:00 AM,13-Feb-2026 03:00 PM,06-Jan-2026 11:00 AM,13-Feb-2026 02:00 PM,NA ,NA ,06-Jan-2026 11:00 AM,13-Feb-2026 02:00 PM,02-Mar-2026 11:00 AM,AOC,"SE, KBLCCC, BANDA",Internal,,SANDEEP KUMAR KHARE,27-Feb-2026 07:22 AM,02-Mar-2026 11:00 AM,techsummary_2036596.pdf (273.75 KB),Finance,Admitted,SANDEEP KUMAR KHARE,16-Mar-2026 10:30 AM,finance_2036596.pdf,BOQ Comparative Chart,SE KBLCCC BANDA,Internal,,SANDEEP KUMAR KHARE,16-Mar-2026 10:51 AM,finsummary_2036596.pdf (155.47 KB),Technical,ADMITTED,SANDEEP KUMAR KHARE,25-Feb-2026 05:26 PM,technical_2036596.pdf,1,5858362,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,13-Feb-2026 01:42 PM,Rejected-Finance,L3,16-Mar-2026 10:51 AM,U P Irrigation Department (Civil)||Additional Chief Executive Officer Ken Betwa Link Canal Construction Jhansi||Ken Betwa Link Canal Construction Circle Banda,2026_UPIDC_1104143_1,04/SE/2025-26,Restoration of Dys and Minors offtaking from km. 0.000 to km. 59.338 of Ken Main Canal in Ken Canal System under Ken-Betwa Link Project,1.0,5849460.0,M/s Akhilesh Kumar Shukla Contractor,INR,"50,322,472.46",15-Apr-2026,"INR 50,322,472.46",547.0,SANDEEP KUMAR KHARE,14-May-2026 12:41 PM,AOC.pdf (93.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5849460,M/s Akhilesh Kumar Shukla Contractor,13-Feb-2026 12:30 PM,Accepted-AOC,L1,14-May-2026 12:41 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5866687,M/s Rai Construction,13-Feb-2026 12:26 PM,Rejected-Finance,L2,16-Mar-2026 10:51 AM,,,,,,,,,,,,,,,,,AOC
