Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
23-May-2026,"INR 6,413,809.08",120.0,RAKESH VERMA,23-May-2026 08:32 PM,AOC.pdf (233.00 KB),Enclosed,1,6021704,Surabhi Builders,31-Mar-2026 06:03 PM,Accepted-AOC,Accepted,23-May-2026 08:32 PM,1.0,6021704.0,Surabhi Builders,INR,"6,413,809.08",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2026_UPPRC_1127781_1,83/UPPCL/GM-7/E-TENDER/2025-26 Dated-17.03.2026,Construction of Common room at Govt. I.T.I. Atrauli District-Hardoi (U.P.),Finance,Enclosed,RAKESH VERMA,23-May-2026 08:23 PM,finance_2103409.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"Project Manager, Unit-14, Lucknow, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow.",RAKESH VERMA,09-Apr-2026 11:58 AM,09-Apr-2026 04:00 PM,techsummary_2103409.pdf (2270.33 KB),Technical,Enclosed,RAKESH VERMA,09-Apr-2026 11:48 AM,technical_2103409.pdf,"General Manager, Zone-7, Lucknow",Internal,"Project Manager, Unit-14, Lucknow, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow",RAKESH VERMA,23-May-2026 08:27 PM,finsummary_2103409.pdf (2270.33 KB),AOC,"1,29,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BIDDOC,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,83/UPPCL/GM-7/E-TENDER/2025-26 Dated-17.03.2026,2026_UPPRC_1127781_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",Nil,Nil,No,24-Mar-2026 11:00 AM,01-Apr-2026 04:00 PM,24-Mar-2026 11:00 AM,01-Apr-2026 02:00 PM,NA ,NA ,24-Mar-2026 11:00 AM,01-Apr-2026 02:00 PM,09-Apr-2026 04:00 PM,Construction of Common room at Govt. I.T.I. Atrauli District-Hardoi (U.P.),Construction of Common room at Govt. I.T.I. Atrauli District-Hardoi (U.P.),Please refer Tender documents. ,NA ,"64,37,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,District-Hardoi (U.P.),241001.0,NA ,NA ,NA ,Lucknow,No ,No,AOC
,,,,,,,2,6022609,VITTHAL GROUP,31-Mar-2026 02:57 PM,Rejected-AOC,Accepted,23-May-2026 08:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
