Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1115187_6,281/E-Tender/2025-26 dt. 09.02.2026,"Gautampalli Colony sthit Awas No.-3, 17 va 18 me civil anurakshan ka karya.",1.0,5904643.0,ANSHI CONSTRUCTION,INR,"256,290",1,5904643,ANSHI CONSTRUCTION,21-Feb-2026 09:02 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 256290.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,14-May-2026 06:19 PM,14-May-2026,"INR 256,290",90.0,DILIP KUMAR,14-May-2026 06:19 PM,750.pdf (1192.00 KB),AOC for Acceptance No 750 date 21.04.2026,Finance,Evaluation Letter,DILIP KUMAR,10-Mar-2026 01:31 PM,finance_2070619.pdf,BOQ Comparative Chart,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,14-May-2026 06:16 PM,finsummary_2070619.pdf (2588.76 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,14-May-2026 06:11 PM,techsummary_2070619.pdf (2588.76 KB),AOC,"Gautampalli Colony sthit Awas No.-3, 17 va 18 me civil anurakshan ka karya.","Gautampalli Colony sthit Awas No.-3, 17 va 18 me civil anurakshan ka karya.",Please refer Tender documents. ,NA ,"2,60,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,17-Feb-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,1.0,SBI Bank,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,281/E-Tender/2025-26 dt. 09.02.2026,2026_PWDBL_1115187_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,770.0,Nil,Nil,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,16-Feb-2026 09:00 AM,21-Feb-2026 12:30 PM,16-Feb-2026 09:00 AM,21-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 09:00 AM,21-Feb-2026 12:00 PM,"26,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,AOC
,,,,,,,,,2,5904734,M/S IBRAHIM,21-Feb-2026 09:21 AM,Rejected-Finance,Financial bid Rejected due to L2,14-May-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
