Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,"34,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1658/RED/Tender/2025-26 Dated 12-02-2026,2026_REDUP_1124924_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,14-Mar-2026 10:00 AM,24-Mar-2026 12:30 PM,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,07-Apr-2026 12:00 PM,EXECUTIVE ENGINEER,Near Jahnvi Hotel Putlighar Mirzapur,VIKASH KHAND MAJWA KE GRAM PANCHYAT JAMUA BAJAR ME SABHAPATI PATEL KE GHAR HOTEYE HU HANUMAN MANDIR BACHUNU PATEL KE GHAR TAK CC ROAD NIRMAN KARYA,VIKASH KHAND MAJWA KE GRAM PANCHYAT JAMUA BAJAR ME SABHAPATI PATEL KE GHAR HOTEYE HU HANUMAN MANDIR BACHUNU PATEL KE GHAR TAK CC ROAD NIRMAN KARYA,Please refer Tender documents. ,NA ,"16,75,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1124924_21,1658/RED/Tender/2025-26 Dated 12-02-2026,VIKASH KHAND MAJWA KE GRAM PANCHYAT JAMUA BAJAR ME SABHAPATI PATEL KE GHAR HOTEYE HU HANUMAN MANDIR BACHUNU PATEL KE GHAR TAK CC ROAD NIRMAN KARYA,1,5994627,M/S DEEPENDRA PAL THEKEDAR,21-Mar-2026 04:03 PM,Rejected-Finance,L2,10-Apr-2026 12:15 PM,1.0,5988604.0,M/S NEW DHARIYA CONSTRUCTION & ORDER,INR,"1,673,108",Finance,finan,Lalita Verma,07-Apr-2026 05:46 PM,,BOQ Comparative Chart,EE,Internal,DAOAE,Pooja Rani,10-Apr-2026 12:15 PM,finsummary_2097020.pdf (22.49 KB),Technical,tech,Vimal Kumar,28-Mar-2026 03:34 PM,,23-Apr-2026,"INR 1,673,108",90.0,Vimal Kumar,09-May-2026 02:30 PM,jamubajar.pdf (269.00 KB),EE,Internal,dao,Vimal Kumar,30-Mar-2026 06:09 PM,07-Apr-2026 12:00 PM,techsummary_2097020.pdf (238.59 KB),AOC
2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5988604,M/S NEW DHARIYA CONSTRUCTION & ORDER,21-Mar-2026 01:58 PM,Accepted-AOC,AOC,09-May-2026 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
