S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,5923540,M/S OM PARKASH SHUKLA.,25-Feb-2026 10:37 AM,Accepted-AOC,AoC,25-May-2026 08:53 PM,1.0,5923540.0,M/S OM PARKASH SHUKLA.,INR,"1,268,697",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1117076_2,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,"Under District Ambedkarnagar, Construction of Interlocking Road from Nandapur Ashrafpur Manjangawa Pitch Road to Front of Bharat Prajapati House, Lot No 2",25-May-2026,"INR 1,268,697",90.0,Shailendra Chaudhary,25-May-2026 08:53 PM,1418_2.pdf (236.00 KB),"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,01-Mar-2026 02:33 PM,07-Mar-2026 03:00 PM,techsummary_2075186.pdf (11723.32 KB),Finance,Summary,Shailendra Chaudhary,09-Mar-2026 11:25 AM,,BOQ Comparative Chart,"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,,Shailendra Chaudhary,25-May-2026 07:55 PM,finsummary_2075186.pdf (236.49 KB),Technical,Summary,Shailendra Chaudhary,27-Feb-2026 01:58 PM,,AOC,1.0,SBI Bank,"22,000",No,fixed,,Nil,Nil,"Under District Ambedkarnagar, Construction of Interlocking Road from Nandapur Ashrafpur Manjangawa Pitch Road to Front of Bharat Prajapati House, Lot No 2","Under District Ambedkarnagar, Construction of Interlocking Road from Nandapur Ashrafpur Manjangawa Pitch Road to Front of Bharat Prajapati House, Lot No 2",Please refer Tender documents. ,NA ,"10,77,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED, Vikas Bhawan, Ambedkarnagar ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",18-Feb-2026 11:00 AM ,"EE RED, Vikas Bhawan, Ambedkarnagar",No ,No,17-Feb-2026 02:00 PM,26-Feb-2026 03:00 PM,17-Feb-2026 02:31 AM,26-Feb-2026 12:00 PM,NA ,NA ,17-Feb-2026 02:00 PM,26-Feb-2026 12:00 PM,07-Mar-2026 03:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1418/EE RED Ambedkarnagar/25-26 Dt 16/01/2026,2026_REDUP_1117076_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"EE RED, Vikas Bhawan, Ambedkarnagar","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar",767.0,Nil,Nil,No,AOC
2,5923574,M/S ROHIT UPADHYAY,25-Feb-2026 11:12 AM,Rejected-Finance,Rejected,25-May-2026 07:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,AOC
