S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"8,248",Yes,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT with T1,07-Jan-2026 06:00 PM,13-Jan-2026 12:30 PM,07-Jan-2026 06:00 PM,13-Jan-2026 12:00 PM,NA ,NA ,07-Jan-2026 06:00 PM,13-Jan-2026 12:00 PM,17-Jan-2026 12:30 PM,950.0,Nil,Nil,No,Darjikuwan Chauraha Police Chauki par 01 adad 16 Mtr Pole par Highmast Light Ki Sthapana Karya,Darjikuwan Chauraha Police Chauki par 01 adad 16 Mtr Pole par Highmast Light Ki Sthapana Karya,Darjikuwan Chauraha Police Chauki par 01 adad 16 Mtr Pole par Highmast Light Ki Sthapana Karya ,NA ,"4,12,419",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,882/RED/ENIV/NIR/25-26 Dt 12-12-2025,2026_REDUP_1104430_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,AOC,EE RED GONDA,Internal,Sri Jai Bahadur Singh EE Sri Virendra Kumar Pathak AE Sri L. K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,17-Jan-2026 12:12 PM,17-Jan-2026 12:30 PM,techsummary_2037476.pdf (438.40 KB),Finance,Summary,Jay Bahadur Singh,12-May-2026 11:34 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JB Singh EE Er Siddhartha Vikram Singh Sri LK Chakravarti DAO,Jay Bahadur Singh,20-May-2026 06:02 PM,finsummary_2037476.pdf (191.83 KB),Technical,Summary,VIRENDRA KUMAR PATHAK,17-Jan-2026 12:01 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1104430_9,882/RED/ENIV/NIR/25-26 Dt 12-12-2025,Darjikuwan Chauraha Police Chauki par 01 adad 16 Mtr Pole par Highmast Light Ki Sthapana Karya,1.0,5797122.0,A R CONSTRUCTION COMPANY,INR,"411,965.62",1,5797122,A R CONSTRUCTION COMPANY,12-Jan-2026 12:23 PM,Accepted-AOC,L1,20-May-2026 06:04 PM,20-May-2026,"INR 411,965.62",120.0,Jay Bahadur Singh,20-May-2026 06:03 PM,88209.pdf (192.00 KB),bond,AOC
,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5800149,MA SHARDA ENTERPRISES,12-Jan-2026 03:01 PM,Rejected-Finance,L2,20-May-2026 06:02 PM,,,,,,,,AOC
