Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
11-May-2026,"INR 96,596,727.19",365.0,vivek kumar verma,11-May-2026 03:47 PM,7003.pdf (417.00 KB),L1,Gorakhpur Industrial Development Authority,2026_UGIDA_1123412_1,7003/GIDA/2025-26 DT. 06.03.2026,Construction of 30 M Wide Road Drain and Culvert 750M in Industrial Area Sector 27 GIDA Gorakhpur,1.0,6021846.0,M/S AWADHESH SINGH,INR,"96,596,727.19",1,6021271,A K ENGINEERING WORKS,30-Mar-2026 01:30 PM,Rejected-Finance,L6,11-May-2026 02:49 PM,Finance,BID OPENED,VIBHOR TYAGI,22-Apr-2026 05:46 PM,,BOQ Comparative Chart,CEO GIDA,Internal,Manager(Civil)GM(F)ACEO,vivek kumar verma,22-Apr-2026 03:42 PM,22-Apr-2026 03:45 PM,techsummary_2092886.pdf (672.12 KB),Technical,BID OPENED,brijesh kumar agrahari,30-Mar-2026 06:22 PM,,CEO GIDA,Internal,M(c)GM(F)ACEO,vivek kumar verma,11-May-2026 02:49 PM,finsummary_2092886.pdf (417.04 KB),AOC,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,10-Mar-2026 06:00 PM,30-Mar-2026 04:00 PM,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,NA ,NA ,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,22-Apr-2026 03:45 PM,1.0,SBI Bank,"25,85,000",No,fixed,,Nil,Nil,Gorakhpur Industrial Development Authority,7003/GIDA/2025-26 DT. 06.03.2026,2026_UGIDA_1123412_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,950",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Construction of 30 M Wide Road Drain and Culvert 750M in Industrial Area Sector 27 GIDA Gorakhpur,Construction of 30 M Wide Road Drain and Culvert 750M in Industrial Area Sector 27 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"12,92,26,390",Civil Works,NA ,Tender,120.0,365.0,GIDA GORAKHPUR,273212.0,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,27-Mar-2026 04:30 PM ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,AOC
,,,,,,,,,,,,,,,,2,6021507,M/S AGRAWAL ASSOCIATE,30-Mar-2026 11:36 AM,Rejected-Finance,L5,11-May-2026 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6021846,M/S AWADHESH SINGH,30-Mar-2026 01:48 PM,Accepted-AOC,L1,11-May-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6018544,M/s VIJENDRA PRATAP SINGH,30-Mar-2026 11:59 AM,Rejected-Finance,L4,11-May-2026 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6007875,Prabha Construction Infra Private Limited,30-Mar-2026 10:11 AM,Rejected-Finance,L2,11-May-2026 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6017192,R.K.TRADERS & CONSTRUCTION PRIVATE LIMITED,30-Mar-2026 01:08 PM,Rejected-Finance,L3,11-May-2026 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
