Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,20-Apr-2026 10:00 AM,29-Apr-2026 04:00 PM,20-Apr-2026 10:00 AM,29-Apr-2026 03:00 PM,NA ,NA ,20-Apr-2026 10:00 AM,29-Apr-2026 03:00 PM,07-May-2026 12:00 PM,1.0,Date,Date,,INTERIOR AND CIVIL WORK OF TRANSPORT COMMISSIONER OFFICE CABIN 24 AND 25 U.P LUCKNOW,INTERIOR AND CIVIL WORK OF TRANSPORT COMMISSIONER OFFICE CABIN 24 AND 25 U.P LUCKNOW,Please refer Tender documents. ,NA ,"24,14,000",Civil Works - Others,NA ,Tender,90.0,90.0,LUCKNOW,226001.0,NA ,NA ,NA ,LUCKNOW,No ,No,PROJECT MANAGER,"UP PROJECTS CORPORATION LTD, UNIT-14 LUCKNOW",1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-14 Lucknow,02/UPPCL/PM-14/2026-27 Date 16/04/2026,2026_UPPRC_1138834_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,"48,000",Yes,fixed,,Nil,Nil,AOC,PROJECT MANAGER,Internal,"PM-14 LUCKNOW, PM-8 LUCKNOW, ACCOUNTANT-14, LUCKNOW",Arvind Kumar Debey,06-May-2026 06:44 PM,07-May-2026 12:00 PM,techsummary_2126275.pdf (437.49 KB),Finance,FIN,Arvind Kumar Debey,23-May-2026 12:48 PM,finance_2126275.pdf,BOQ Comparative Chart,PROJECT MANAGER,Internal,"PM-14 LUCKNOW, PM-8 LUCKNOW, ACCOUNTANT-14 LUCKNOW",Arvind Kumar Debey,23-May-2026 12:57 PM,finsummary_2126275.pdf (437.49 KB),Technical,SUMMARY,Arvind Kumar Debey,06-May-2026 06:38 PM,technical_2126275.pdf,1,6076609,M/S AADISHAKTI ENTERPRISES,29-Apr-2026 02:52 PM,Rejected-AOC,L2,23-May-2026 01:01 PM,1.0,6066345.0,SPACE DESIGNERS,INR,"2,388,676.74",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-14 Lucknow,2026_UPPRC_1138834_1,02/UPPCL/PM-14/2026-27 Date 16/04/2026,INTERIOR AND CIVIL WORK OF TRANSPORT COMMISSIONER OFFICE CABIN 24 AND 25 U.P LUCKNOW,23-May-2026,"INR 2,388,676.74",90.0,Arvind Kumar Debey,23-May-2026 01:01 PM,AOC1138834_1.pdf (153.00 KB),L1,AOC
2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6066345,SPACE DESIGNERS,25-Apr-2026 05:26 PM,Accepted-AOC,L1,23-May-2026 01:01 PM,,,,,,,,,,,,,,,,,AOC
