S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,Clearance of Pakaddand Drain from KM 0.000 to KM 2.700 in District Basti,Clearance of Pakaddand Drain from KM 0.000 to KM 2.700 in District Basti,Please refer Tender documents. ,NA ,"1,89,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,16-Feb-2026 10:00 AM,25-Feb-2026 12:30 PM,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,12-Mar-2026 05:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",07/EE/2025-26,2026_UPIDC_1115970_11,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,795.0,Nil,Nil,No,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,AOC,1.0,5903981.0,KISHAN CONSTRUCTION,INR,"74,464",Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,28-Mar-2026 02:10 PM,finsummary_2071487.pdf (34.90 KB),Finance,AS PER UPLOAD,Dinesh Mohan,26-Mar-2026 08:15 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1115970_11,07/EE/2025-26,Clearance of Pakaddand Drain from KM 0.000 to KM 2.700 in District Basti,1,5925983,AWADH CONSTRUCTION,24-Feb-2026 07:54 PM,Rejected-Technical,AS PER UPLOAD,11-Mar-2026 06:38 PM,18-May-2026,"INR 74,464",15.0,Dinesh Mohan,18-May-2026 01:39 PM,11.pdf (139.00 KB),AOC,Technical,AS PER UPLOAD,Dinesh Mohan,11-Mar-2026 02:13 PM,,Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,11-Mar-2026 06:38 PM,12-Mar-2026 05:00 PM,techsummary_2071487.pdf (211.44 KB),AOC
,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5925040,GARIMA INFRASTRUCTURE,24-Feb-2026 09:58 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5926188,JAISRAM,24-Feb-2026 09:04 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5903981,KISHAN CONSTRUCTION,24-Feb-2026 01:56 PM,Accepted-AOC,AS PER UPLOAD,18-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5928277,M/S ABHISHEK CONSTRUCTION,25-Feb-2026 10:48 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,5925485,M/S MANMOHAN TRIPATHI,24-Feb-2026 08:51 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,5923384,M/S RAM SHANKAR YADAV CONSTRUCTION CO.,24-Feb-2026 12:18 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,5902757,M/S SRIVASTAVA ORDER SUPPLIER,24-Feb-2026 12:38 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,5902421,M/S UMA SHANKAR YADAV,24-Feb-2026 09:41 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,5897873,SHUBHAM CONSTRUCTION,20-Feb-2026 02:15 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,AOC
