Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
30-May-2026,"INR 1,661,891.552",90.0,Pradeep Pal,30-May-2026 06:50 PM,KHUSHI.pdf (416.00 KB),EE AE DAO,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1128547_1,LETTER NO 2190 DATE 10.03.2026,BALAMAU ME PANCHAYAT GHAR SE VIJAY KE PLAT HOTE HUYE DAMAR ROAD TAK INTERLOCKING KA KARY,1.0,6015593.0,M/s Khushi Traders,INR,"1,661,891.552",1,6015593,M/s Khushi Traders,28-Mar-2026 11:12 AM,Accepted-AOC,RESPONSIVE,30-May-2026 06:50 PM,Finance,EE AE DAO,Pradeep Pal,30-May-2026 06:46 PM,finance_2104881.pdf,BOQ Comparative Chart,EE,Internal,EE AE DAO,Pradeep Pal,09-Apr-2026 06:40 PM,10-Apr-2026 12:00 PM,techsummary_2104881.pdf (381.17 KB),Technical,EE AE DAO,Pradeep Pal,09-Apr-2026 06:38 PM,technical_2104881.pdf,EE,Internal,EE AE DAO,Pradeep Pal,30-May-2026 06:48 PM,finsummary_2104881.pdf (416.31 KB),AOC,944.0,Nil,Nil,No,BALAMAU ME PANCHAYAT GHAR SE VIJAY KE PLAT HOTE HUYE DAMAR ROAD TAK INTERLOCKING KA KARY,BALAMAU ME PANCHAYAT GHAR SE VIJAY KE PLAT HOTE HUYE DAMAR ROAD TAK INTERLOCKING KA KARY,BALAMAU ME PANCHAYAT GHAR SE VIJAY KE PLAT HOTE HUYE DAMAR ROAD TAK INTERLOCKING KA KARY ,NA ,"16,65,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E.E RED HARDOI,No ,No,20-Mar-2026 06:00 PM,28-Mar-2026 12:30 PM,20-Mar-2026 06:00 PM,28-Mar-2026 12:00 PM,NA ,NA ,20-Mar-2026 06:00 PM,28-Mar-2026 12:00 PM,10-Apr-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTER NO 2190 DATE 10.03.2026,2026_REDUP_1128547_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"34,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,E.E RED HARDOI,E.E RED HARDOI,AOC
,,,,,,,,,,,,,,,,2,6015726,SWARNA CONSTRUCTION & SUPPLIERS,28-Mar-2026 11:38 AM,Rejected-AOC,RESPONSIVE,30-May-2026 06:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
