S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,6080260,M/S A TO Z ASSOCIATES,30-Apr-2026 12:42 PM,Accepted-AOC,Being L1,06-May-2026 12:57 PM,1.0,6080260.0,M/S A TO Z ASSOCIATES,INR,"1,914,625",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1138723_2,05/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) 15 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",13-May-2026,"INR 1,914,625",90.0,Vinod Kumar Kardam,06-May-2026 12:57 PM,aoc.pdf (855.00 KB),AWARD OF CONTRACT for15 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,06-May-2026 12:54 PM,finsummary_2134006.pdf (828.21 KB),Technical,Technical Evaluation Summary,Vinod Kumar Kardam,04-May-2026 12:47 PM,technical_2134006.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,04-May-2026 12:49 PM,04-May-2026 03:00 PM,techsummary_2134006.pdf (828.21 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,06-May-2026 12:44 PM,finance_2134006.pdf,BOQ Comparative Chart,AOC,1.0,RTGS - RTGS Payment,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,05/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1138723_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,27-Apr-2026 03:00 PM,02-May-2026 03:00 PM,27-Apr-2026 03:00 PM,02-May-2026 03:00 PM,NA ,NA ,27-Apr-2026 03:00 PM,02-May-2026 03:00 PM,04-May-2026 03:00 PM,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) 15 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) 15 No. Installment of Semi Highmast Light in Various place (detail attached) at District- Saharanpur",Please refer Tender documents. ,NA ,"19,15,200",Electrical Works,NA ,Tender,60.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,"38,500",No,fixed,,UPSCIDCO,SAHARANPUR,"1,652",UPSCIDCO,SAHARANPUR,No,AOC
2,6081690,NAR SINGH KUMAR CONTRACTOR,01-May-2026 12:55 PM,Rejected-Finance,Being L2,06-May-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
