Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Under MLA Fund Scheme Construction of Smriti Gate at Block Bhetuya ke gungwach Distt Amethi,Under MLA Fund Scheme Construction of Smriti Gate at Block Bhetuya ke gungwach Distt Amethi,Please refer Tender documents. ,NA ,,Construction Works,Construction of Smriti Gate  ,Tender,90.0,90.0,Amethi,227405.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,04-May-2026 11:00 AM ,EE office up scidco,No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,639/E E/Ayo/E Tender/MLC Amethi/26-27 02.05.2026,2026_SCIDC_1144495_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Under MLA Fund Scheme Construction of Smriti Gate at Block Bhetuya ke gungwach Distt Amethi,"22,000",No,fixed,,E E U P Scidco,Ayodhya,1,FDR - Fixed Deposit,"1,652",online,Ayodhya,No,02-May-2026 12:00 PM,07-May-2026 12:10 PM,02-May-2026 12:00 PM,07-May-2026 12:05 PM,NA ,NA ,02-May-2026 12:00 PM,07-May-2026 12:05 PM,19-May-2026 09:00 AM,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,AOC,Technical,Technical Bid opening summary,Jagpal Verma,18-May-2026 01:23 PM,technical_2138479.pdf,EE,Internal,EE Asst Acct,Jagpal Verma,23-May-2026 08:06 PM,finsummary_2138479.pdf (401.30 KB),Finance,Bid opening summary,Jagpal Verma,23-May-2026 08:03 PM,finance_2138479.pdf,BOQ Comparative Chart,EE,Internal,E E Asst Acct,Jagpal Verma,18-May-2026 01:25 PM,19-May-2026 09:00 AM,techsummary_2138479.pdf (2203.18 KB),23-May-2026,"INR 1,085,200",90.0,Jagpal Verma,23-May-2026 08:09 PM,LOI.pdf (464.00 KB),Under MLA Fund Scheme Construction of Smriti Gate at Block Bhetuya ke gungwach Distt Amethi,1.0,6090640.0,MALTI ASSOCIATES,INR,"1,085,200",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1144495_1,639/E E/Ayo/E Tender/MLC Amethi/26-27 02.05.2026,Under MLA Fund Scheme Construction of Smriti Gate at Block Bhetuya ke gungwach Distt Amethi,1,6090640,MALTI ASSOCIATES,05-May-2026 02:19 PM,Accepted-AOC,ok,23-May-2026 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6092845,M/S SHRI NAND CONSTRUCTION,06-May-2026 09:05 PM,Rejected-Finance,disqualify,23-May-2026 08:06 PM,AOC
