Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Technical,UNDER EVALUATION,BHARAM PAL SINGH,17-Feb-2026 04:01 PM,,09-Apr-2026,"INR 2,368,982.19",90.0,BHARAM PAL SINGH,19-May-2026 11:57 AM,banka23.pdf (822.00 KB),AOC,Committee,Internal,Committee,BHARAM PAL SINGH,17-Feb-2026 04:06 PM,17-Feb-2026 04:10 PM,techsummary_2045671.pdf (610.59 KB),1.0,5829368.0,GAUR BUILDER,28-Jan-2026 03:53 PM,Rejected-Finance,L2,09-Apr-2026 06:02 PM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1107376_23,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,"Providing and Laying Interlocking Tiles and Construction of C.C. Road in Village - Bankapur, YEA (Part-2) WC-06",1.0,5832768.0,M/S STRONG FOUNDATION ASSOCAITES,INR,"2,368,982.19",Committee,Internal,Committee,BHARAM PAL SINGH,09-Apr-2026 06:02 PM,finsummary_2045671.pdf (1695.97 KB),Finance,UNDER,BHARAM PAL SINGH,09-Apr-2026 06:00 PM,,BOQ Comparative Chart,AOC,"Providing and Laying Interlocking Tiles and Construction of C.C. Road in Village - Bankapur, YEA (Part-2) WC-06","Providing and Laying Interlocking Tiles and Construction of C.C. Road in Village - Bankapur, YEA (Part-2) WC-06",Please refer Tender documents. ,NA ,"35,97,543",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,21-Jan-2026 06:55 PM,02-Feb-2026 11:00 AM,21-Jan-2026 06:55 PM,30-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 06:55 PM,30-Jan-2026 05:00 PM,17-Feb-2026 04:10 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,2026_YEIDA_1107376_23,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"72,000",No,fixed,,Nil,Nil,950.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,2.0,5828347.0,MANYA CONSTRUCTION AND SUPPLIERS,30-Jan-2026 04:46 PM,Rejected-Finance,L3,09-Apr-2026 06:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,AOC
,,,,,,,,,,,,,,,,,,,3.0,5832768.0,M/S STRONG FOUNDATION ASSOCAITES,30-Jan-2026 02:40 PM,Accepted-AOC,L1,19-May-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,AOC
