Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er M K Singh AE RED Ayodhya, Mr Harendra Kumar DAO RED Ayodhya",Mahendra Kumar,03-Feb-2026 11:52 AM,03-Feb-2026 12:00 PM,techsummary_2040331.pdf (1155.80 KB),14-May-2026,"INR 1,131,784",90.0,Mahendra Kumar,14-May-2026 08:22 PM,3953_16.pdf (698.00 KB),Technical,Summary,Munesh Kumar Lodhi,20-Jan-2026 03:59 PM,,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,14-May-2026 07:26 PM,finsummary_2040331.pdf (697.72 KB),Finance,Ayodhya summary,Munesh Kumar Lodhi,03-Feb-2026 12:36 PM,,BOQ Comparative Chart,1.0,5812262.0,Jai Prakash Singh Thekdar,INR,"1,131,784",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2026_REDUP_1105795_16,3953/EE RED Ayodhya/25-26 Dt 03/12/2025,"Under District Ayodhya, Construction of interlocking road from main road to railway line at Aruwawan, Lot No 16",1,5812262,Jai Prakash Singh Thekdar,18-Jan-2026 05:53 PM,Accepted-AOC,AoC,14-May-2026 08:22 PM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,3953/EE RED Ayodhya/25-26 Dt 03/12/2025,2026_REDUP_1105795_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"19,200",No,percentage,2.0%,Nil,Nil,"Under District Ayodhya, Construction of interlocking road from main road to railway line at Aruwawan, Lot No 16","Under District Ayodhya, Construction of interlocking road from main road to railway line at Aruwawan, Lot No 16",Please refer Tender documents. ,NA ,"9,60,000",Civil Works,NA ,Tender,90.0,90.0,AYODHYA,224001.0,"EE RED Ayodhya, Vikas Bhawan, Ayodhya ","EE RED Ayodhya, Vikas Bhawan, Ayodhya ",17-Jan-2026 09:00 AM ,"EE RED Ayodhya, Vikas Bhawan, Ayodhya",No ,No,"1,180",Nil,Nil,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,13-Jan-2026 11:00 AM,19-Jan-2026 02:00 PM,13-Jan-2026 11:00 AM,19-Jan-2026 12:00 PM,NA ,NA ,13-Jan-2026 11:00 AM,19-Jan-2026 12:00 PM,03-Feb-2026 12:00 PM,"EE RED Ayodhya, Vikas Bhawan, Ayodhya","EE RED Ayodhya, Vikas Bhawan, Ayodhya",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5812422,Raj Construction Company,18-Jan-2026 06:08 PM,Rejected-Finance,Rejected,14-May-2026 07:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,AOC
