Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,2026_REDUP_1119167_1,552/RED/2025-26/DT. 30.01.2026,Construction work of brick flooring (Khadanja) from the paved road to the straw shed of the cowshed in village Aharai of development block Mursan.,1.0,5965311.0,SHRI BANKEY BIHARI JI CONSTRUCTION COMPANY,INR,0,1,5966295,A.K. CONTRACTOR,12-Mar-2026 12:45 AM,Rejected-Technical,Clause 3.1 (a) (i) of ITB,16-Mar-2026 01:00 PM,05-May-2026,"INR 897,028.36",90.0,Ashok Sharma,06-May-2026 05:03 PM,aharaibond.pdf (359.00 KB),L1,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,16-Mar-2026 01:00 PM,21-Mar-2026 12:00 PM,techsummary_2080613.pdf (354.77 KB),Finance,Financial Bid,Ashok Sharma,23-Mar-2026 03:23 PM,finance_2080613.pdf,BOQ Comparative Chart,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,05-May-2026 11:19 AM,finsummary_2080613.pdf (311.25 KB),Technical,Technical Bid,Ashok Sharma,16-Mar-2026 12:56 PM,technical_2080613.pdf,AOC,23-Feb-2026 12:00 PM,12-Mar-2026 12:30 PM,23-Feb-2026 12:00 PM,12-Mar-2026 12:00 PM,NA ,NA ,23-Feb-2026 12:00 PM,12-Mar-2026 12:00 PM,21-Mar-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,552/RED/2025-26/DT. 30.01.2026,2026_REDUP_1119167_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction work of brick flooring (Khadanja) from the paved road to the straw shed of the cowshed in village Aharai of development block Mursan.,Construction work of brick flooring (Khadanja) from the paved road to the straw shed of the cowshed in village Aharai of development block Mursan.,Please refer Tender documents. ,NA ,"10,69,000",Civil Works,NA ,Tender,90.0,90.0,Hathras,204101.0,NA ,NA ,NA ,EE RED HATHRAS,No ,No,"21,500",Yes,fixed,,Nil,Nil,EE RED HATHRAS,EE RED HATHRAS,1.0,Fee/PreQual/Technical,.pdf,Nit,766.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,2.0,5965434.0,GAURI GOPAL CONSTRUCTION,INR,"897,028.36",2,5965434,GAURI GOPAL CONSTRUCTION,11-Mar-2026 06:07 PM,Accepted-AOC,Accept,06-May-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,sbd,,,,,,,AOC
,,,,3.0,5966909.0,M/S LAVANIYA TRADERS,INR,0,3,5966909,M/S LAVANIYA TRADERS,12-Mar-2026 10:23 AM,Accepted-AOC,Reject,06-May-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,AOC
,,,,,,,,,4,5965311,SHRI BANKEY BIHARI JI CONSTRUCTION COMPANY,11-Mar-2026 05:42 PM,Accepted-AOC,Reject,06-May-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5961864,SHRI RADHA ENTERPRISES,11-Mar-2026 07:42 PM,Rejected-Technical,Clause 3.1 (a) (i) of ITB,16-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
