S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1.0,5924897.0,YAMIN CONTRACTOR,24-Feb-2026 04:25 PM,Accepted-AOC,L1,09-May-2026 03:50 PM,1.0,5924897.0,YAMIN CONTRACTOR,INR,"989,405",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114616_1,5778 B,Construction of cc road from farman basti haider to jameel ahmad for khatakheri at ward no. 56,09-May-2026,"INR 989,405",30.0,Madan Pal,09-May-2026 03:50 PM,tech.pdf (24.00 KB),Suresh Chand,Internal,,Madan Pal,09-May-2026 03:46 PM,finsummary_2067158.pdf (23.81 KB),Technical,Admitted,Sandeep kumar Misra,13-Mar-2026 03:15 PM,technical_2067158.pdf,Suresh Chand,Internal,,Sandeep kumar Misra,16-Apr-2026 11:26 AM,16-Apr-2026 11:30 AM,techsummary_2067158.pdf (22.89 KB),Finance,Admitted,Madan Pal,16-Apr-2026 04:22 PM,finance_2067158.pdf,BOQ Comparative Chart,AOC,Saharanpur Municipal Corporation Saharanpur UP,5778 B,2026_NNSAH_1114616_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"99,940",No,percentage,10.0%,Nil,Nil,16-Jun-2026 12:46 AM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,16-Apr-2026 11:30 AM,1,Fee/PreQual/Technical,.pdf,Technical,1.0,Construction of cc road from farman basti haider to jameel ahmad for khatakheri at ward no. 56,Date,,Construction of cc road from farman basti haider to jameel ahmad for khatakheri at ward no. 56,Construction of cc road from farman basti haider to jameel ahmad for khatakheri at ward no. 56,Please refer Tender documents. ,NA ,"9,99,399",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,1.0,SBI Bank,826.0,Nil,Nil,No,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
