Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,09-Mar-2026 02:25 PM,10-Mar-2026 10:00 AM,techsummary_2079701.pdf (1096.96 KB),Technical,summay,deena nath maurya,09-Mar-2026 02:02 PM,technical_2079701.pdf,13-Mar-2026,"INR 167,281.25",10.0,deena nath maurya,12-May-2026 10:27 AM,agno434.pdf (727.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1118401_52,09/AEIV/2025-26,"Providing and fixing Reflective Signs Board for Gate No. 5 at Canal Colony Cantt Road, Lucknow.(Lot No.52)",1,5939251,BHARAT TRADERS,28-Feb-2026 09:02 AM,Rejected-AOC,L2,12-May-2026 10:27 AM,1.0,5939155.0,STONE CONSTRUCTION,INR,"167,281.25",Finance,Summary,deena nath maurya,12-Mar-2026 01:09 PM,finance_2079701.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Mar-2026 04:40 PM,finsummary_2079701.pdf (1096.96 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",09/AEIV/2025-26,2026_UPIDC_1118401_52,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Providing and fixing Reflective Signs Board for Gate No. 5 at Canal Colony Cantt Road, Lucknow.(Lot No.52)","Providing and fixing Reflective Signs Board for Gate No. 5 at Canal Colony Cantt Road, Lucknow.(Lot No.52)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,10.0,Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow,590.0,Nil,Nil,No,21-Feb-2026 12:00 PM,28-Feb-2026 03:00 PM,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,21-Feb-2026 12:00 PM ,28-Feb-2026 12:00 PM ,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,10-Mar-2026 10:00 AM,"3,340",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5939155,STONE CONSTRUCTION,28-Feb-2026 09:49 AM,Accepted-AOC,L1,12-May-2026 10:27 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
