S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,896.0,Nil,Nil,No,Block-Sardar Gram-Gaunar mein Dharmendra ke Ghar se Puliya Tak CC Road Ka Nirman,Block-Sardar Gram-Gaunar mein Dharmendra ke Ghar se Puliya Tak CC Road Ka Nirman,Please refer Tender documents. ,NA ,"20,64,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,NA ,NA ,NA ,Vikash Bhawan,No ,No,03-Feb-2026 09:00 AM,10-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,15-Feb-2026 12:50 PM,Executive Engineer,Vikash Bhawan,"41,280",No,percentage,2.0%,Nil,Nil,AOC,1,5852761,M/S AWADHESH SINGH,08-Feb-2026 03:18 PM,Rejected-AOC,L2,05-May-2026 04:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_36,2592/EE/RED/GKP/25-26 Date 07/01/26,Block-Sardar Gram-Gaunar mein Dharmendra ke Ghar se Puliya Tak CC Road Ka Nirman,Finance,Opend,Suresh Kumar Jaiswal,16-Feb-2026 02:08 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Suresh Kumar Jaiswal,17-Feb-2026 10:26 AM,finsummary_2052663.pdf (153.00 KB),1.0,5852624.0,M/s SINGH ENTERPRISES,INR,"2,059,951",Executive Engineer,Internal,,Suresh Kumar Jaiswal,15-Feb-2026 12:46 PM,15-Feb-2026 12:50 PM,techsummary_2052663.pdf (202.46 KB),Technical,Opend,Suresh Kumar Jaiswal,10-Feb-2026 08:09 PM,,02-May-2026,"INR 2,059,951",90.0,Suresh Kumar Jaiswal,05-May-2026 04:30 PM,bpdf.pdf (153.00 KB),AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5852624,M/s SINGH ENTERPRISES,08-Feb-2026 03:03 PM,Accepted-AOC,L1,05-May-2026 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
