EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,55,000",No,fixed,,Nil,Nil,V.K. KARMA KE GRAMP SIRSIYA THAKURAI ME KARHIYA TOLA PAPPU YADAV KE GHAR TAK NALA KA NIRMAN,V.K. KARMA KE GRAMP SIRSIYA THAKURAI ME KARHIYA TOLA PAPPU YADAV KE GHAR TAK NALA KA NIRMAN,AS PER NIT AND T2 ,NA ,,Civil Works,NA ,Tender,120.0,120.0,KARMA,121316.0,NA ,NA ,NA ,SE RED MZP,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,nit and t2,SE RED MZP,JHANVI HOTEL PUTLIGHAR MIRZAPUR,02-Mar-2026 12:00 PM,09-Mar-2026 02:00 PM,02-Mar-2026 12:00 PM,09-Mar-2026 12:00 PM,NA ,NA ,02-Mar-2026 12:00 PM,09-Mar-2026 12:00 PM,13-Apr-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,697/RED SBR/ 2025-26 DT- 30.01.2026,2026_REDUP_1121645_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,483",Nil,Nil,No,AOC,Technical,attached,Jayprakash Dhawan,07-Apr-2026 05:39 PM,technical_2087107.pdf,SE,Internal,"EE RED SBR, EE RED MZP, DAO",Jayprakash Dhawan,21-Apr-2026 09:12 AM,finsummary_2087107.pdf (257.88 KB),Finance,ATTACHED,Jayprakash Dhawan,21-Apr-2026 09:06 AM,finance_2087107.pdf,BOQ Comparative Chart,SE RED MZP,Internal,"EE RED SBR, EE MZP, DAO",Jayprakash Dhawan,07-Apr-2026 05:42 PM,13-Apr-2026 12:00 PM,techsummary_2087107.pdf (461.29 KB),04-May-2026,"INR 6,396,822.169",90.0,Sanjay Srivastava,03-May-2026 09:55 AM,pappu.pdf (1675.00 KB),attached,1,5952531,M/s Om Namo Narayan Construction,06-Mar-2026 06:03 PM,Rejected-Finance,L2,21-Apr-2026 09:12 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1121645_1,697/RED SBR/ 2025-26 DT- 30.01.2026,V.K. KARMA KE GRAMP SIRSIYA THAKURAI ME KARHIYA TOLA PAPPU YADAV KE GHAR TAK NALA KA NIRMAN,1.0,5952440.0,S M CONSTRUCTION,INR,"6,396,822.169",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,fc doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5955715,SHYAMA ENTERPRISES,07-Mar-2026 04:52 PM,Rejected-Finance,L3,21-Apr-2026 09:12 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5952440,S M CONSTRUCTION,06-Mar-2026 05:28 PM,Accepted-AOC,L1,03-May-2026 09:55 AM,,,,,,,,,,AOC
