S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,DD - Demand Draft,25-Apr-2026 10:00 AM,06-May-2026 12:00 PM,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,11-May-2026 06:15 PM,"5,400",No,fixed,,BDO SOHANV,SOHANV,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,100 DATE 23-04-2026 LOT NO 5,2026_RDUP_1141723_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,000",BDO SOHANV,SOHANV,No,kathariya mein peech rod se subhaash evan jayaprakaash ke ghar hote chhotelaal ke ghar tak seesee kaary,kathariya mein peech rod se subhaash evan jayaprakaash ke ghar hote chhotelaal ke ghar tak seesee kaary,REFER NIT DOC ,NA ,"2,67,000",Civil Works,NA ,Tender,90.0,90.0,KP SOHANV,277504.0,NA ,NA ,NA ,BDO OFFICE SOHANV,No ,No,BDO SOHANV,BDO OFFICE SOHANV,AOC,1.0,6085137.0,DIWAN YADAV,03-May-2026 05:17 PM,Rejected-AOC,L2,12-May-2026 07:14 PM,12-May-2026,"INR 266,813.1",90.0,DEVRAJ PATEL,12-May-2026 07:14 PM,5.pdf (60.00 KB),AOC,Finance,Bid Opening Summary,DEVRAJ PATEL,12-May-2026 04:43 PM,,BOQ Comparative Chart,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,11-May-2026 06:00 PM,11-May-2026 06:15 PM,techsummary_2132154.pdf (413.58 KB),"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,12-May-2026 04:58 PM,finsummary_2132154.pdf (413.58 KB),Technical,Bid Opening Summary,DEVRAJ PATEL,11-May-2026 05:57 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,2026_RDUP_1141723_1,100 DATE 23-04-2026 LOT NO 5,kathariya mein peech rod se subhaash evan jayaprakaash ke ghar hote chhotelaal ke ghar tak seesee kaary,1.0,6085203.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"266,813.1",AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,6085059.0,M/S KAPILESHWARI CONSTRUCTION,03-May-2026 04:10 PM,Rejected-AOC,L3,12-May-2026 07:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,6085203.0,RUDRA CONSTRUCTION & SUPPLIERS,03-May-2026 05:12 PM,Accepted-AOC,L1,12-May-2026 07:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
